,Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
14394,2012,regular,Iman Shumpert,SG,22,New York Knicks,45,45,22.1,60.0,994.5000000000001,1724.1
14395,2012,regular,Alexey Shved,SG,24,Minnesota Timberwolves,77,16,23.9,0.0,1840.3,0.0
14396,2012,regular,Henry Sims,C,22,New Orleans Hornets,2,0,2.5,0.0,5.0,0.0
14397,2012,regular,Kyle Singler,SF,24,Detroit Pistons,82,74,28.0,0.0,2296.0,0.0
14398,2012,regular,Chris Singleton,PF,23,Washington Wizards,57,11,16.2,66.0,923.4,1432.1999999999998
14399,2012,regular,Donald Sloan,SG-PG,25,TOT,23,0,11.4,33.0,262.2,669.8999999999999
14402,2012,regular,Greg Smith,C,22,Houston Rockets,70,10,15.9,8.0,1113.0,68.79999999999995
14403,2012,regular,Ish Smith,PG,24,TOT,52,3,9.9,75.0,514.8000000000001,691.9000000000002
14406,2012,regular,JR Smith,SG,27,New York Knicks,80,0,33.5,578.0,2680.0,14002.900000000001
14407,2012,regular,Jason Smith,C,26,New Orleans Hornets,51,0,17.2,261.0,877.1999999999999,3959.8999999999996
14408,2012,regular,Josh Smith,PF,27,Atlanta Hawks,76,76,35.3,646.0,2682.7999999999997,22075.999999999996
14409,2012,regular,Nolan Smith,PG,24,Portland Trailblazers,40,0,7.2,44.0,288.0,541.2
14410,2012,regular,Marreese Speights,C,25,TOT,79,3,16.5,277.0,1303.5,4511.0
14413,2012,regular,Tiago Splitter,PF,28,San Antonio Spurs,81,58,24.7,135.0,2000.7,2076.8
14414,2012,regular,Jerry Stackhouse,SF,38,Brooklyn Nets,37,0,14.7,1004.0,543.9,31807.400000000005
14415,2012,regular,Lance Stephenson,SG,22,Indiana Pacers,78,72,29.2,58.0,2277.6,568.2000000000003
14416,2012,regular,DeShawn Stevenson,SG,31,Atlanta Hawks,56,31,20.7,806.0,1159.2,17946.8
14417,2012,regular,Greg Stiemsma,C,27,Minnesota Timberwolves,76,19,15.9,74.0,1208.4,907.0
14418,2012,regular,Julyan Stone,PG,24,Denver Nuggets,4,0,7.0,24.0,28.0,183.2
14419,2012,regular,Amar'e Stoudemire,PF,30,New York Knicks,29,0,23.5,701.0,681.5,24304.499999999996
14420,2012,regular,Rodney Stuckey,SG,26,Detroit Pistons,76,24,28.6,355.0,2173.6,10437.0
14421,2012,regular,Jared Sullinger,PF,20,Boston Celtics,45,5,19.8,0.0,891.0,0.0
14422,2012,regular,DaJuan Summers,PF,25,Los Angeles Clippers,2,0,3.5,81.0,7.0,811.3
14423,2012,regular,Jeffery Taylor,SF,23,Charlotte Bobcats,77,29,19.6,0.0,1509.2,0.0
14424,2012,regular,Tyshawn Taylor,PG,22,Brooklyn Nets,38,0,5.8,0.0,220.4,0.0
14425,2012,regular,Jeff Teague,PG,24,Atlanta Hawks,80,78,32.9,230.0,2632.0,4390.5
14426,2012,regular,Marquis Teague,PG,19,Chicago Bulls,48,0,8.2,0.0,393.59999999999997,0.0
14427,2012,regular,Mirza Teletovic,PF,27,Brooklyn Nets,53,0,9.4,0.0,498.20000000000005,0.0
14428,2012,regular,Sebastian Telfair,PG,27,TOT,59,2,16.6,489.0,979.4000000000001,10834.0
14431,2012,regular,Garrett Temple,SG,26,Washington Wizards,51,36,22.7,57.0,1157.7,580.2
14432,2012,regular,Jason Terry,SG,35,Boston Celtics,79,24,26.9,1109.0,2125.1,37343.899999999994
14433,2012,regular,Hasheem Thabeet,C,25,Oklahoma City Thunder,66,4,11.7,135.0,772.1999999999999,1395.3000000000002
14434,2012,regular,Isaiah Thomas,PG,23,Sacramento Kings,79,62,26.9,65.0,2125.1,1657.5
14435,2012,regular,Kurt Thomas,PF,40,New York Knicks,39,17,10.1,1167.0,393.9,28669.899999999998
14436,2012,regular,Lance Thomas,SF,24,New Orleans Hornets,59,9,10.9,42.0,643.1,629.9999999999999
14437,2012,regular,Malcolm Thomas,PF,24,TOT,12,0,4.8,3.0,57.599999999999994,15.0
14440,2012,regular,Tyrus Thomas,PF,26,Charlotte Bobcats,26,2,13.8,395.0,358.8,7951.2
14441,2012,regular,Jason Thompson,PF,26,Sacramento Kings,82,81,27.9,296.0,2287.7999999999997,8064.300000000001
14442,2012,regular,Klay Thompson,SG,22,Golden State Warriors,82,82,35.8,66.0,2935.6,1610.4
14443,2012,regular,Tristan Thompson,PF,21,Cleveland Cavaliers,82,82,31.3,60.0,2566.6,1422.0
14444,2012,regular,Marcus Thornton,SG,25,Sacramento Kings,72,8,24.0,197.0,1728.0,5422.6
14445,2012,regular,Jamaal Tinsley,PG,34,Utah Jazz,66,32,18.5,514.0,1221.0,14124.300000000001
14446,2012,regular,Anthony Tolliver,SF,27,Atlanta Hawks,62,11,15.5,181.0,961.0,3880.3999999999996
14447,2012,regular,PJ Tucker,SG,27,Phoenix Suns,79,45,24.2,17.0,1911.8,83.29999999999995
14448,2012,regular,Ronny Turiaf,C,30,Los Angeles Clippers,65,0,10.8,417.0,702.0,7152.4
14449,2012,regular,Hedo Turkoglu,SF,33,Orlando Magic,11,1,17.2,979.0,189.2,28295.6
14450,2012,regular,Evan Turner,SF,24,Philadelphia 76ers,82,82,35.3,161.0,2894.6,4055.5000000000005
14451,2012,regular,Jeremy Tyler,C,21,TOT,21,0,3.2,42.0,67.2,567.0
14454,2012,regular,Ekpe Udoh,C,25,Milwaukee Bucks,76,9,17.3,119.0,1314.8,2319.5
14455,2012,regular,Beno Udrih,SG-PG,30,TOT,66,9,22.1,598.0,1458.6000000000001,13642.0
14458,2012,regular,Jonas Valanciunas,C,20,Toronto Raptors,62,57,23.9,0.0,1481.8,0.0
14459,2012,regular,Anderson Varejao,C,30,Cleveland Cavaliers,25,25,36.0,515.0,900.0,12734.500000000002
14460,2012,regular,Jarvis Varnado,PF,24,TOT,13,0,4.5,0.0,58.5,0.0
14463,2012,regular,Greivis Vasquez,PG,26,New Orleans Hornets,78,78,34.4,149.0,2683.2,2705.5
14464,2012,regular,Jan Vesely,PF,22,Washington Wizards,51,4,11.8,57.0,601.8000000000001,1077.2999999999997
14465,2012,regular,Charlie Villanueva,PF,28,Detroit Pistons,69,0,15.8,441.0,1090.2,10962.099999999999
14466,2012,regular,Nikola Vucevic,C,22,Orlando Magic,77,77,33.2,52.0,2556.4,813.9000000000001
14467,2012,regular,Dwyane Wade,SG,31,Miami Heat,69,69,34.7,706.0,2394.3,26603.600000000002
14468,2012,regular,Dion Waiters,SG,21,Cleveland Cavaliers,61,48,28.8,0.0,1756.8,0.0
14469,2012,regular,Kemba Walker,PG,22,Charlotte Bobcats,82,82,34.9,66.0,2861.7999999999997,1795.2000000000003
14470,2012,regular,John Wall,PG,22,Washington Wizards,49,42,32.7,135.0,1602.3000000000002,4997.4
14471,2012,regular,Gerald Wallace,SF,30,Brooklyn Nets,69,68,30.1,698.0,2076.9,21396.300000000003
14472,2012,regular,Rasheed Wallace,C,38,New York Knicks,21,0,14.1,1265.0,296.09999999999997,41790.30000000001
14473,2012,regular,Luke Walton,PF,32,Cleveland Cavaliers,50,0,17.1,602.0,855.0000000000001,10106.300000000001
14474,2012,regular,Hakim Warrick,PF,30,TOT,28,14,17.5,504.0,490.0,10201.4
14477,2012,regular,CJ Watson,PG,28,Brooklyn Nets,80,8,19.0,327.0,1520.0,6593.700000000001
14478,2012,regular,Earl Watson,PG,33,Utah Jazz,48,4,17.3,814.0,830.4000000000001,18639.199999999997
14479,2012,regular,Maalik Wayns,PG,21,TOT,27,1,7.5,0.0,202.5,0.0
14482,2012,regular,Martell Webster,SF,26,Washington Wizards,76,62,28.9,400.0,2196.4,9363.2
14483,2012,regular,David West,PF,32,Indiana Pacers,73,73,33.4,631.0,2438.2,20271.0
14484,2012,regular,Russell Westbrook,PG,24,Oklahoma City Thunder,82,82,34.9,355.0,2861.7999999999997,12270.1
14485,2012,regular,DJ White,PF,26,Boston Celtics,12,0,7.2,124.0,86.4,2014.6
14486,2012,regular,James White,SF,30,New York Knicks,57,16,7.6,15.0,433.2,160.00000000000006
14487,2012,regular,Chris Wilcox,C,30,Boston Celtics,61,7,13.6,567.0,829.6,11642.0
14488,2012,regular,Damien Wilkins,SG,33,Philadelphia 76ers,61,21,18.0,517.0,1098.0,9919.2
14489,2012,regular,Deron Williams,PG,28,Brooklyn Nets,78,78,36.4,550.0,2839.2,19860.199999999997
14490,2012,regular,Derrick Williams,PF,21,Minnesota Timberwolves,78,56,24.6,66.0,1918.8000000000002,1419.0
14491,2012,regular,Lou Williams,SG,26,Atlanta Hawks,39,9,28.7,485.0,1119.3,10732.6
14492,2012,regular,Marvin Williams,SF,26,Utah Jazz,73,51,23.7,529.0,1730.1,15825.300000000001
14493,2012,regular,Mo Williams,PG,30,Utah Jazz,46,46,30.8,630.0,1416.8,19149.299999999996
14494,2012,regular,Reggie Williams,SF,26,Charlotte Bobcats,40,0,9.5,373.0,380.0,9512.999999999998
14495,2012,regular,Terrence Williams,SF,25,Boston Celtics,24,0,13.3,129.0,319.20000000000005,2601.6000000000004
14496,2012,regular,Metta World Peace,SF,33,Los Angeles Lakers,75,66,33.7,909.0,2527.5,30824.5
14497,2012,regular,Brandan Wright,C,25,Dallas Mavericks,64,16,18.0,167.0,1152.0,2256.1
14498,2012,regular,Chris Wright,SG,23,Dallas Mavericks,3,0,1.3,24.0,3.9000000000000004,187.2
14499,2012,regular,Dorell Wright,SF,27,Philadelphia 76ers,79,8,22.6,361.0,1785.4,9039.6
14500,2012,regular,Tony Wroten,SG,19,Memphis Grizzlies,35,0,7.8,0.0,273.0,0.0
14501,2012,regular,Nick Young,SG,27,Philadelphia 76ers,59,17,23.9,372.0,1410.1,8395.0
14502,2012,regular,Sam Young,SG,27,Indiana Pacers,56,3,12.4,208.0,694.4,3530.1999999999994
14503,2012,regular,Thaddeus Young,PF,24,Philadelphia 76ers,76,76,34.6,391.0,2629.6,10960.999999999998
14504,2012,regular,Luke Zeller,C,25,Phoenix Suns,16,0,3.6,0.0,57.6,0.0
14505,2012,regular,Tyler Zeller,C,23,Cleveland Cavaliers,77,55,26.4,0.0,2032.8,0.0
14506,2012,post,Ray Allen,SG,37,Miami Heat,23,0,24.9,1355.0,572.6999999999999,49364.69999999999
14507,2012,post,Tony Allen,SG,31,Memphis Grizzlies,15,15,28.1,621.0,421.5,12456.6
14508,2012,post,Chris Andersen,C,34,Miami Heat,20,0,15.2,555.0,304.0,9784.800000000001
14509,2012,post,James Anderson,SG,23,Houston Rockets,2,0,9.0,124.0,18.0,1320.7000000000003
14510,2012,post,Carmelo Anthony,PF,28,New York Knicks,12,12,40.1,767.0,481.20000000000005,27947.8
14511,2012,post,Joel Anthony,C,30,Miami Heat,14,0,5.1,419.0,71.39999999999999,7315.199999999999
14512,2012,post,Darrell Arthur,PF,24,Memphis Grizzlies,15,0,11.7,260.0,175.5,4701.5
14513,2012,post,Omer Asık,C,26,Houston Rockets,6,6,34.7,251.0,208.20000000000002,4698.7
14514,2012,post,DJ Augustin,PG,25,Indiana Pacers,19,1,16.6,362.0,315.40000000000003,8838.4
14515,2012,post,Gustavo Ayon,C,27,Milwaukee Bucks,3,0,2.3,109.0,6.8999999999999995,1816.9
14516,2012,post,Jeff Ayres,PF,25,Indiana Pacers,9,0,7.9,103.0,71.10000000000001,907.9000000000001
14517,2012,post,Harrison Barnes,SF,20,Golden State Warriors,12,12,38.4,81.0,460.79999999999995,2057.3999999999996
14518,2012,post,Matt Barnes,SF,32,Los Angeles Clippers,6,0,27.0,686.0,162.0,14970.2
14519,2012,post,Brandon Bass,PF,27,Boston Celtics,6,5,34.0,524.0,204.0,11409.9
14520,2012,post,Shane Battier,SF,34,Miami Heat,22,0,17.8,978.0,391.6,30980.499999999996
14521,2012,post,Jerryd Bayless,PG,24,Memphis Grizzlies,15,0,21.3,317.0,319.5,6106.6
14522,2012,post,Aron Baynes,C,26,San Antonio Spurs,4,1,5.8,16.0,23.2,140.8
14523,2012,post,Kent Bazemore,SG,23,Golden State Warriors,9,0,1.8,61.0,16.2,268.40000000000003
14524,2012,post,Marco Belinelli,SG,26,Chicago Bulls,12,7,27.1,366.0,325.20000000000005,8227.9
14525,2012,post,Patrick Beverley,PG,24,Houston Rockets,6,5,33.3,41.0,199.79999999999998,713.4
14526,2012,post,Andris Biedrins,C,26,Golden State Warriors,3,0,5.7,521.0,17.1,11355.099999999999
14527,2012,post,Chauncey Billups,SG,36,Los Angeles Clippers,6,6,19.2,1164.0,115.19999999999999,37899.2
14528,2012,post,DeJuan Blair,PF,23,San Antonio Spurs,12,0,6.3,312.0,75.6,5660.0
14529,2012,post,Steve Blake,PG,32,Los Angeles Lakers,2,2,37.5,712.0,75.0,17683.3
14530,2012,post,Andray Blatche,C,26,Brooklyn Nets,7,0,19.7,499.0,137.9,10961.900000000001
14531,2012,post,Eric Bledsoe,PG,23,Los Angeles Clippers,6,0,16.2,208.0,97.19999999999999,4042.2999999999993
14532,2012,post,Keith Bogans,SG,32,Brooklyn Nets,2,0,11.5,699.0,23.0,15128.6
14533,2012,post,Andrew Bogut,C,28,Golden State Warriors,12,12,27.3,445.0,327.6,14293.800000000001
14534,2012,post,Matt Bonner,PF,32,San Antonio Spurs,20,1,13.4,674.0,268.0,12119.2
14535,2012,post,Carlos Boozer,PF,31,Chicago Bulls,12,12,35.9,780.0,430.79999999999995,25465.8
14536,2012,post,Chris Bosh,C,28,Miami Heat,23,23,32.7,763.0,752.1,27764.199999999997
14537,2012,post,Avery Bradley,PG,22,Boston Celtics,6,6,31.8,155.0,190.8,3213.8
14538,2012,post,Corey Brewer,SF,26,Denver Nuggets,6,0,24.3,399.0,145.8,9530.4
14539,2012,post,Ronnie Brewer,SF,27,Oklahoma City Thunder,1,0,8.0,524.0,8.0,12233.999999999998
14540,2012,post,Aaron Brooks,PG,28,Houston Rockets,6,0,11.2,344.0,67.19999999999999,8303.1
14541,2012,post,MarShon Brooks,SG,24,Brooklyn Nets,7,0,5.7,129.0,39.9,2558.8999999999996
14542,2012,post,Caron Butler,SF,32,Los Angeles Clippers,6,6,22.7,771.0,136.2,26610.399999999998
14543,2012,post,Jimmy Butler,SF,23,Chicago Bulls,12,12,40.8,127.0,489.59999999999997,2492.9
14544,2012,post,Marcus Camby,PF,38,New York Knicks,3,0,1.0,1049.0,3.0,30915.899999999998
14545,2012,post,Mario Chalmers,PG,26,Miami Heat,23,23,28.3,422.0,650.9,11602.8
14546,2012,post,Tyson Chandler,C,30,New York Knicks,12,12,29.2,848.0,350.4,24194.600000000002
14547,2012,post,Wilson Chandler,PF,25,Denver Nuggets,6,6,34.2,310.0,205.20000000000002,9552.4
14548,2012,post,Earl Clark,PF,25,Los Angeles Lakers,4,1,20.5,206.0,82.0,2872.3
14549,2012,post,Norris Cole,PG,24,Miami Heat,21,0,19.9,164.0,417.9,3022.1
14550,2012,post,Nick Collison,C,32,Oklahoma City Thunder,11,0,16.2,723.0,178.2,16334.2
14551,2012,post,Mike Conley,PG,25,Memphis Grizzlies,15,15,38.3,458.0,574.5,15056.400000000001
14552,2012,post,Daequan Cook,SG,25,Chicago Bulls,6,0,6.0,368.0,36.0,6458.400000000001
14553,2012,post,Chris Copeland,PF,28,New York Knicks,9,1,10.3,56.0,92.7,862.4
14554,2012,post,Jamal Crawford,SG,32,Los Angeles Clippers,6,0,26.8,911.0,160.8,28740.2
14555,2012,post,Jordan Crawford,SG,24,Boston Celtics,5,0,11.8,176.0,59.0,4490.6
14556,2012,post,Stephen Curry,PG,24,Golden State Warriors,12,12,41.4,258.0,496.79999999999995,9095.2
14557,2012,post,Samuel Dalembert,C,31,Milwaukee Bucks,1,0,9.0,791.0,9.0,19999.3
14558,2012,post,Marquis Daniels,SF,32,Milwaukee Bucks,3,0,11.0,610.0,33.0,12409.6
14559,2012,post,Ed Davis,PF,23,Memphis Grizzlies,8,0,6.0,212.0,48.0,4758.3
14560,2012,post,Austin Daye,SF,24,Memphis Grizzlies,4,0,5.0,237.0,20.0,3644.1
14561,2012,post,Nando De Colo,SG,25,San Antonio Spurs,5,0,2.8,72.0,14.0,921.6
14562,2012,post,Carlos Delfino,SF,30,Houston Rockets,5,0,24.0,543.0,120.0,12091.5
14563,2012,post,Luol Deng,SF,27,Chicago Bulls,5,5,44.8,657.0,224.0,23737.6
14564,2012,post,Boris Diaw,PF,30,San Antonio Spurs,16,1,17.1,808.0,273.6,23852.399999999998
14565,2012,post,Keyon Dooling,PG,32,Memphis Grizzlies,14,0,8.1,777.0,113.39999999999999,14816.899999999998
14566,2012,post,Chris Duhon,PG,30,Los Angeles Lakers,2,0,34.0,633.0,68.0,16047.899999999998
14567,2012,post,Tim Duncan,C,36,San Antonio Spurs,21,21,35.0,1370.0,735.0,48884.40000000001
14568,2012,post,Mike Dunleavy,SF,32,Milwaukee Bucks,4,0,22.8,762.0,91.2,21441.6
14569,2012,post,Kevin Durant,SF,24,Oklahoma City Thunder,11,11,44.1,504.0,485.1,19384.800000000003
14570,2012,post,Monta Ellis,SG,27,Milwaukee Bucks,4,4,38.0,527.0,152.0,18799.4
14571,2012,post,Reggie Evans,PF,32,Brooklyn Nets,7,7,29.9,746.0,209.29999999999998,14577.2
14572,2012,post,Festus Ezeli,C,23,Golden State Warriors,12,3,11.2,78.0,134.39999999999998,1123.1999999999998
14573,2012,post,Kenneth Faried,PF,23,Denver Nuggets,5,4,29.0,133.0,145.0,3474.8
14574,2012,post,Raymond Felton,PG,28,New York Knicks,12,12,37.8,611.0,453.59999999999997,21172.5
14575,2012,post,Derek Fisher,SG,38,Oklahoma City Thunder,11,0,23.7,1435.0,260.7,37591.79999999999
14576,2012,post,Evan Fournier,SG,20,Denver Nuggets,4,4,13.3,38.0,53.2,429.40000000000003
14577,2012,post,Francisco Garcia,SF,31,Houston Rockets,6,3,27.3,486.0,163.8,10602.800000000001
14578,2012,post,Kevin Garnett,C,36,Boston Celtics,6,6,35.3,1448.0,211.79999999999998,52632.3
14579,2012,post,Marc Gasol,C,28,Memphis Grizzlies,15,15,40.6,397.0,609.0,13523.800000000001
14580,2012,post,Pau Gasol,PF,32,Los Angeles Lakers,4,4,36.5,946.0,146.0,34262.6
14581,2012,post,Paul George,SF,22,Indiana Pacers,19,19,41.1,222.0,780.9,6697.0
14582,2012,post,Taj Gibson,PF,27,Chicago Bulls,12,0,17.2,317.0,206.39999999999998,7257.599999999999
14583,2012,post,Manu Ginobili,SG,35,San Antonio Spurs,21,3,26.7,863.0,560.6999999999999,24216.899999999998
14584,2012,post,Andrew Goudelock,SG,24,Los Angeles Lakers,3,2,26.7,45.0,80.1,436.0
14585,2012,post,Danny Green,SG,25,San Antonio Spurs,21,21,31.9,192.0,669.9,4228.200000000001
14586,2012,post,Draymond Green,SF,22,Golden State Warriors,12,1,18.6,79.0,223.20000000000002,1058.6000000000001
14587,2012,post,Gerald Green,SF,27,Indiana Pacers,9,0,11.7,278.0,105.3,4782.6
14588,2012,post,Jeff Green,PF,26,Boston Celtics,6,6,43.0,411.0,258.0,13247.0
14589,2012,post,Willie Green,SG,31,Los Angeles Clippers,3,0,6.7,652.0,20.1,13465.4
14590,2012,post,Blake Griffin,PF,23,Los Angeles Clippers,6,5,26.3,239.0,157.8,8497.900000000001
14591,2012,post,Jordan Hamilton,SF,22,Denver Nuggets,1,0,2.0,68.0,2.0,658.4000000000001
14592,2012,post,Richard Hamilton,SG,34,Chicago Bulls,4,0,17.0,1047.0,68.0,34525.100000000006
14593,2012,post,Ben Hansbrough,PG,25,Indiana Pacers,6,0,3.7,28.0,22.200000000000003,198.8
14594,2012,post,Tyler Hansbrough,PF,27,Indiana Pacers,19,0,12.7,262.0,241.29999999999998,5179.0
14595,2012,post,James Harden,SG,23,Houston Rockets,6,6,40.5,341.0,243.0,10151.2
14596,2012,post,Devin Harris,SG,29,Atlanta Hawks,6,6,37.5,643.0,225.0,17594.0
14597,2012,post,Udonis Haslem,PF,32,Miami Heat,22,19,16.2,769.0,356.4,21907.200000000004
14598,2012,post,John Henson,PF,22,Milwaukee Bucks,4,0,8.3,63.0,33.2,825.3
14599,2012,post,Roy Hibbert,C,26,Indiana Pacers,19,19,36.5,392.0,693.5,9961.0
14600,2012,post,George Hill,PG,26,Indiana Pacers,18,18,38.1,388.0,685.8000000000001,10551.4
14601,2012,post,Grant Hill,SF,40,Los Angeles Clippers,1,0,20.0,1064.0,20.0,35988.600000000006
14602,2012,post,Jordan Hill,PF,25,Los Angeles Lakers,3,0,10.3,199.0,30.900000000000002,2973.6000000000004
14603,2012,post,Kirk Hinrich,PG,32,Chicago Bulls,4,4,40.5,740.0,162.0,24193.899999999998
14604,2012,post,Ryan Hollins,C,28,Los Angeles Clippers,5,0,7.4,400.0,37.0,5017.5
14605,2012,post,Al Horford,C,26,Atlanta Hawks,6,6,36.3,433.0,217.79999999999998,14927.600000000002
14606,2012,post,Dwight Howard,C,27,Los Angeles Lakers,4,4,31.5,754.0,126.0,27442.6
14607,2012,post,Kris Humphries,PF,27,Brooklyn Nets,7,0,11.9,567.0,83.3,10061.199999999999
14608,2012,post,Serge Ibaka,PF,23,Oklahoma City Thunder,11,11,33.3,344.0,366.29999999999995,9031.1
14609,2012,post,Andre Iguodala,SG,29,Denver Nuggets,6,6,40.5,730.0,243.0,27372.9
14610,2012,post,Ersan Ilyasova,PF,25,Milwaukee Bucks,4,4,29.3,347.0,117.2,8199.2
14611,2012,post,Jarrett Jack,SG,29,Golden State Warriors,12,4,35.5,617.0,426.0,17147.0
14612,2012,post,Reggie Jackson,PG,22,Oklahoma City Thunder,11,9,33.5,115.0,368.5,1493.5
14613,2012,post,LeBron James,PF,28,Miami Heat,23,23,41.7,880.0,959.1,35372.9
14614,2012,post,Antawn Jamison,PF,36,Los Angeles Lakers,4,0,19.8,1103.0,79.2,38912.0
14615,2012,post,Richard Jefferson,SF,32,Golden State Warriors,7,0,5.6,946.0,39.199999999999996,30919.699999999993
14616,2012,post,John Jenkins,SG,21,Atlanta Hawks,4,0,6.0,61.0,24.0,902.8000000000001
14617,2012,post,Brandon Jennings,PG,23,Milwaukee Bucks,4,4,33.3,298.0,133.2,10315.4
14618,2012,post,Ivan Johnson,PF,28,Atlanta Hawks,6,0,18.0,130.0,108.0,2024.1999999999998
14619,2012,post,Joe Johnson,SG,31,Brooklyn Nets,7,7,38.7,965.0,270.90000000000003,35522.5
14620,2012,post,Orlando Johnson,SG,23,Indiana Pacers,12,0,2.3,51.0,27.599999999999998,617.1
14621,2012,post,Dahntay Jones,SF,32,Atlanta Hawks,5,0,3.8,622.0,19.0,10127.9
14622,2012,post,Dwayne Jones,PF,29,Golden State Warriors,2,0,1.0,89.0,2.0,664.4000000000001
14623,2012,post,James Jones,SF,32,Miami Heat,9,0,3.7,620.0,33.300000000000004,10776.1
14624,2012,post,Perry Jones,SF,21,Oklahoma City Thunder,1,0,5.0,38.0,5.0,281.2
14625,2012,post,Terrence Jones,PF,21,Houston Rockets,2,0,17.5,19.0,35.0,275.5
14626,2012,post,DeAndre Jordan,C,24,Los Angeles Clippers,6,6,24.0,362.0,144.0,8003.3
14627,2012,post,Cory Joseph,PG,21,San Antonio Spurs,20,0,9.6,57.0,192.0,656.0
14628,2012,post,Jason Kidd,SG,39,New York Knicks,12,0,20.6,1537.0,247.20000000000002,55962.0
14629,2012,post,Kyle Korver,SF,31,Atlanta Hawks,6,2,29.5,792.0,177.0,19452.3
14630,2012,post,Kosta Koufos,C,23,Denver Nuggets,6,2,16.7,276.0,100.19999999999999,3839.2999999999997
14631,2012,post,Carl Landry,PF,29,Golden State Warriors,12,3,20.5,414.0,246.0,10097.2
14632,2012,post,Ty Lawson,PG,25,Denver Nuggets,6,6,39.3,297.0,235.79999999999998,8584.9
14633,2012,post,Courtney Lee,SG,27,Boston Celtics,4,0,9.8,386.0,39.2,10294.0
14634,2012,post,David Lee,PF,29,Golden State Warriors,6,1,10.8,577.0,64.80000000000001,18728.899999999998
14635,2012,post,Kawhi Leonard,SF,21,San Antonio Spurs,21,21,36.9,136.0,774.9,3724.9999999999995
14636,2012,post,Jon Leuer,PF,23,Memphis Grizzlies,5,0,2.2,74.0,11.0,744.2
14637,2012,post,Rashard Lewis,PF,33,Miami Heat,11,0,4.3,1053.0,47.3,35033.0
14638,2012,post,DeAndre Liggins,SG,24,Oklahoma City Thunder,8,0,8.5,56.0,68.0,404.20000000000005
14639,2012,post,Jeremy Lin,PG,24,Houston Rockets,4,3,21.0,146.0,84.0,3866.1000000000004
14640,2012,post,Brook Lopez,C,24,Brooklyn Nets,7,7,37.6,325.0,263.2,10798.8
14641,2012,post,Scott Machado,PG,22,Golden State Warriors,5,0,1.6,6.0,8.0,21.0
14642,2012,post,Shelvin Mack,PG,22,Atlanta Hawks,4,0,5.5,95.0,22.0,1196.2
14643,2012,post,Ian Mahinmi,C,26,Indiana Pacers,18,0,8.3,241.0,149.4,3256.5
14644,2012,post,Kenyon Martin,C,35,New York Knicks,12,1,21.1,814.0,253.20000000000002,25729.499999999996
14645,2012,post,Kevin Martin,SG,29,Oklahoma City Thunder,11,0,29.4,558.0,323.4,17174.9
14646,2012,post,Luc Mbah a Moute,SF,26,Milwaukee Bucks,4,4,34.0,342.0,136.0,8594.4
14647,2012,post,JaVale McGee,C,25,Denver Nuggets,6,2,18.7,361.0,112.19999999999999,7450.6
14648,2012,post,Tracy McGrady,SF,33,San Antonio Spurs,6,0,5.2,982.0,31.200000000000003,32353.2
14649,2012,post,Jodie Meeks,SG,25,Los Angeles Lakers,1,0,20.0,296.0,20.0,6315.799999999999
14650,2012,post,Andre Miller,PG,36,Denver Nuggets,6,0,25.7,1172.0,154.2,39196.0
14651,2012,post,Mike Miller,SF,32,Miami Heat,17,5,13.6,892.0,231.2,25948.400000000005
14652,2012,post,Patty Mills,PG,24,San Antonio Spurs,9,0,3.4,161.0,30.599999999999998,1783.2
14653,2012,post,Nazr Mohammed,C,35,Chicago Bulls,12,0,9.5,963.0,114.0,16191.6
14654,2012,post,Darius Morris,PG,22,Los Angeles Lakers,4,2,26.3,71.0,105.2,858.6999999999999
14655,2012,post,Donatas Motiejunas,PF,22,Houston Rockets,1,0,5.0,44.0,5.0,536.8
14656,2012,post,Steve Nash,PG,38,Los Angeles Lakers,2,2,30.5,1320.0,61.0,41985.6
14657,2012,post,Gary Neal,SG,28,San Antonio Spurs,21,0,18.6,224.0,390.6,4702.4
14658,2012,post,Joakim Noah,C,27,Chicago Bulls,12,12,34.1,427.0,409.20000000000005,12430.5
14659,2012,post,Steve Novak,SF,29,New York Knicks,9,0,5.6,369.0,50.4,4984.099999999999
14660,2012,post,Lamar Odom,PF,33,Los Angeles Clippers,6,1,17.8,1063.0,106.80000000000001,35619.1
14661,2012,post,Tony Parker,PG,30,San Antonio Spurs,21,21,36.4,1024.0,764.4,34209.3
14662,2012,post,Chandler Parsons,SF,24,Houston Rockets,6,6,39.7,139.0,238.20000000000002,4560.6
14663,2012,post,Chris Paul,PG,27,Los Angeles Clippers,6,6,37.3,589.0,223.79999999999998,21646.9
14664,2012,post,Kendrick Perkins,C,28,Oklahoma City Thunder,11,11,19.1,719.0,210.10000000000002,16989.199999999997
14665,2012,post,Johan Petro,C,27,Atlanta Hawks,6,4,16.8,489.0,100.80000000000001,7334.4
14666,2012,post,Paul Pierce,SF,35,Boston Celtics,6,6,42.5,1232.0,255.0,45509.8
14667,2012,post,Quincy Pondexter,SF,24,Memphis Grizzlies,15,0,23.8,199.0,357.0,3105.4
14668,2012,post,Pablo Prigioni,PG,35,New York Knicks,11,10,20.9,78.0,229.89999999999998,1263.6
14669,2012,post,Tayshaun Prince,SF,32,Memphis Grizzlies,15,15,30.3,924.0,454.5,31183.200000000004
