,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
219,2010-12-20,Milwaukee Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino,1,0,,regular,2010,26,head,head
220,2010-12-20,Golden State Warriors,Dan Gadzuric,strained left groin (DNP),Dan Gadzuric,1,0,,regular,2010,27,groin,upper leg
221,2010-12-20,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1,0,,regular,2010,27,toe,foot
222,2010-12-20,New Orleans Hornets,Willie Green,death in family (DNP),Willie Green,1,0,,regular,2010,28,personal reasons,healthy inactive
223,2010-12-20,Portland Trailblazers,Marcus Camby,strained right shoulder (DNP),Marcus Camby,1,0,,regular,2010,29,shoulder,torso
224,2010-12-20,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,29,knee,knee
225,2010-12-20,Los Angeles Clippers,Craig Smith,back injury (out indefinitely),Craig Smith,1,0,,regular,2010,29,back,torso
226,2010-12-21,Milwaukee Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino,1,0,,regular,2010,27,head,head
227,2010-12-21,Milwaukee Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden,1,0,,regular,2010,27,foot,foot
228,2010-12-21,Orlando Magic,Malik Allen,sprained left ankle (DNP),Malik Allen,1,0,,regular,2010,28,ankle,lower leg
229,2010-12-21,New Jersey Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross,1,0,,regular,2010,29,back,torso
230,2010-12-21,Golden State Warriors,Dan Gadzuric,strained left groin (DNP),Dan Gadzuric,1,0,,regular,2010,28,groin,upper leg
231,2010-12-22,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1,0,,regular,2010,28,toe,foot
232,2010-12-22,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,29,back,torso
233,2010-12-22,Toronto Raptors,Jerryd Bayless,food poisoning (DNP),Jerryd Bayless,1,0,,regular,2010,29,sick,sick
234,2010-12-22,Denver Nuggets,Carmelo Anthony,placed on IL with death in family,Carmelo Anthony,1,0,,regular,2010,27,personal reasons,healthy inactive
235,2010-12-22,New Jersey Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross,1,0,,regular,2010,30,back,torso
236,2010-12-22,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1,0,,regular,2010,27,ankle,lower leg
237,2010-12-23,Milwaukee Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino,1,0,,regular,2010,28,head,head
238,2010-12-23,Milwaukee Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden,1,0,,regular,2010,28,foot,foot
239,2010-12-23,Orlando Magic,Daniel Orton,arthroscopic surgery on left knee (out for season),Daniel Orton,1,0,,regular,2010,29,knee,knee
240,2010-12-23,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1,0,,regular,2010,29,toe,foot
241,2010-12-25,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,30,knee,knee
242,2010-12-25,Boston Celtics,Semih Erden,stomach virus (DTD),Semih Erden,1,0,,regular,2010,28,sick,sick
243,2010-12-25,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1,0,,regular,2010,30,foot,foot
244,2010-12-26,Philadelphia 76ers,Louis Williams / Lou Williams,placed on IL with birth of child,Lou Williams,1,0,,regular,2010,30,personal reasons,healthy inactive
245,2010-12-27,Philadelphia 76ers,Andre Iguodala,right Achilles tendinitis (DNP),Andre Iguodala,1,0,,regular,2010,31,achilles,lower leg
246,2010-12-27,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,31,knee,knee
247,2010-12-27,Milwaukee Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden,1,0,,regular,2010,29,foot,foot
248,2010-12-27,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1,0,,regular,2010,31,foot,foot
249,2010-12-27,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,30,back,torso
250,2010-12-28,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,31,back,torso
251,2010-12-28,Orlando Magic,Quentin Richardson,flu-like symptoms (DNP),Quentin Richardson,1,0,,regular,2010,32,sick,sick
252,2010-12-28,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1,0,,regular,2010,32,foot,foot
253,2010-12-28,Toronto Raptors,Jose Calderon,sore ankle (DNP),Jose Calderon,1,0,,regular,2010,31,ankle,lower leg
254,2010-12-28,Portland Trailblazers,Marcus Camby,sprained right ankle (P) / left ankle (CBC) (DNP),Marcus Camby,1,0,,regular,2010,32,ankle,lower leg
255,2010-12-28,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,32,knee,knee
256,2010-12-28,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,30,foot,foot
258,2010-12-29,Cleveland Cavaliers,Maurice Williams / Mo Williams,strained left hip flexor (DNP),Mo Williams,1,0,,regular,2010,32,hip,upper leg
259,2010-12-29,Boston Celtics,Semih Erden,upper respiratory infection (DNP),Semih Erden,1,0,,regular,2010,30,sick,sick
261,2010-12-29,Utah Jazz,C.J. Miles,flu-like symptoms (DNP),CJ Miles,1,0,,regular,2010,32,sick,sick
262,2010-12-29,Denver Nuggets,Kenyon Martin,sore left knee (DNP),Kenyon Martin,1,0,,regular,2010,31,knee,knee
263,2010-12-29,Denver Nuggets,Nene / Nene Hilario / Maybyner Hilario,sore hamstring (DNP),Nene Hilario,1,0,,regular,2010,31,hamstring,upper leg
264,2010-12-30,Houston Rockets,Chuck Hayes,sprained right ankle (out indefinitely),Chuck Hayes,1,0,,regular,2010,32,ankle,lower leg
265,2010-12-30,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1,0,,regular,2010,33,foot,foot
266,2010-12-30,Orlando Magic,Quentin Richardson,flu-like symptoms (DNP),Quentin Richardson,1,0,,regular,2010,33,sick,sick
267,2010-12-30,Utah Jazz,C.J. Miles,flu (DNP),CJ Miles,1,0,,regular,2010,33,sick,sick
268,2010-12-30,Utah Jazz,Mehmet Okur,strained lower back (DNP),Mehmet Okur,1,0,,regular,2010,33,back,torso
269,2010-12-31,Cleveland Cavaliers,Anderson Varejao,fractured cheekbone (out indefinitely),Anderson Varejao,1,0,,regular,2010,33,other,other
270,2010-12-31,Atlanta Hawks,Marvin Williams,bruised back (DTD),Marvin Williams,1,0,,regular,2010,35,back,torso
271,2010-12-31,New Jersey Nets,Jordan Farmar,bone bruise in right knee (DNP),Jordan Farmar,1,0,,regular,2010,33,knee,knee
272,2010-12-31,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,32,back,torso
273,2010-12-31,Golden State Warriors,Brandan Wright,strained lower back (out indefinitely),Brandan Wright,1,0,,regular,2010,32,back,torso
274,2010-12-31,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1,0,,regular,2010,31,ankle,lower leg
276,2011-01-01,New Jersey Nets,Jordan Farmar,bone bruise in right knee (DNP),Jordan Farmar,1,0,,regular,2010,34,knee,knee
277,2011-01-01,Dallas Mavericks,Shawn Marion,bruised thigh (DNP),Shawn Marion,1,0,,regular,2010,32,quad,upper leg
278,2011-01-01,Utah Jazz,C.J. Miles,flu-like symptoms (DNP),CJ Miles,1,0,,regular,2010,34,sick,sick
279,2011-01-01,Memphis Grizzlies,Xavier Henry,sore right knee (DNP),Xavier Henry,1,0,,regular,2010,33,knee,knee
280,2011-01-01,Cleveland Cavaliers,Maurice Williams / Mo Williams,strained left hip flexor (DNP),Mo Williams,1,0,,regular,2010,33,hip,upper leg
281,2011-01-01,Cleveland Cavaliers,Daniel Gibson,bruised left thigh (DNP),Daniel Gibson,1,0,,regular,2010,33,quad,upper leg
282,2011-01-01,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,31,foot,foot
283,2011-01-01,Memphis Grizzlies,Rudy Gay,stomach virus (DNP),Rudy Gay,1,0,,regular,2010,33,sick,sick
284,2011-01-02,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,34,knee,knee
285,2011-01-02,New York Knicks,Timofey Mozgov,shin injury (DTD),Timofey Mozgov,1,0,,regular,2010,33,shin,lower leg
286,2011-01-02,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1,0,,regular,2010,33,ankle,lower leg
287,2011-01-02,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,33,back,torso
288,2011-01-03,Detroit Pistons,Chris Wilcox,groin injury (DTD),Chris Wilcox,1,0,,regular,2010,34,groin,upper leg
290,2011-01-03,New York Knicks,Danilo Gallinari,sprained left knee (out indefinitely),Danilo Gallinari,1,0,,regular,2010,34,knee,knee
291,2011-01-03,Philadelphia 76ers,Spencer Hawes,strained back (DNP),Spencer Hawes,1,0,,regular,2010,34,back,torso
292,2011-01-04,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,32,foot,foot
293,2011-01-04,Memphis Grizzlies,O.J. Mayo,bronchitis (DNP),OJ Mayo,1,0,,regular,2010,35,sick,sick
294,2011-01-04,Memphis Grizzlies,Xavier Henry,sore right knee (DNP),Xavier Henry,1,0,,regular,2010,35,knee,knee
295,2011-01-04,Dallas Mavericks,Caron Butler,surgery on right knee to repair torn patella tendon (out for season),Caron Butler,1,0,,regular,2010,34,knee,knee
296,2011-01-05,Utah Jazz,Paul Millsap,bruised right hip (DNP),Paul Millsap,1,0,,regular,2010,36,hip,upper leg
297,2011-01-05,Milwaukee Bucks,Brandon Jennings,surgery on left foot (out indefinitely),Brandon Jennings,1,0,,regular,2010,33,foot,foot
298,2011-01-05,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,33,foot,foot
299,2011-01-05,Charlotte Bobcats,DeSagana Diop,surgery to repair ruptured right Achilles tendon (out for season),DeSagana Diop,1,0,,regular,2010,33,achilles,lower leg
300,2011-01-05,Philadelphia 76ers,Tony Battie,rotator cuff injury (DTD),Tony Battie,1,0,,regular,2010,35,shoulder,torso
301,2011-01-05,Charlotte Bobcats,Stephen Jackson,hyperextended left knee (DNP),Stephen Jackson,1,0,,regular,2010,33,knee,knee
302,2011-01-06,Cleveland Cavaliers,Daniel Gibson,sprained left ankle (DTD),Daniel Gibson,1,0,,regular,2010,36,ankle,lower leg
303,2011-01-06,Phoenix Suns,Gani Lawal,torn ACL and partially torn MCL in right knee (out for season),Gani Lawal,1,0,,regular,2010,34,ACL,knee
304,2011-01-07,Houston Rockets,Yao Ming,surgery on left ankle to repair stress fracture (out for season),Yao Ming,1,0,,regular,2010,36,ankle,lower leg
305,2011-01-07,Milwaukee Bucks,Brandon Jennings,recovering from surgery on left foot (DNP),Brandon Jennings,1,0,,regular,2010,34,foot,foot
306,2011-01-07,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,34,foot,foot
307,2011-01-07,Cleveland Cavaliers,Anderson Varejao,torn tendon in right ankle (out for season),Anderson Varejao,1,0,,regular,2010,36,ankle,lower leg
308,2011-01-07,Cleveland Cavaliers,Anthony Parker,strained lower back (DNP),Anthony Parker,1,0,,regular,2010,36,back,torso
309,2011-01-07,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1,0,,regular,2010,36,ankle,lower leg
310,2011-01-07,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,36,back,torso
311,2011-01-08,New Jersey Nets,Devin Harris,bruised right quadriceps (DNP),Devin Harris,1,0,,regular,2010,37,quad,upper leg
312,2011-01-08,Los Angeles Lakers,Matt Barnes,torn cartilage in right knee (out indefinitely),Matt Barnes,1,0,,regular,2010,38,knee,knee
313,2011-01-08,Milwaukee Bucks,Andrew Bogut,virus (DNP),Andrew Bogut,1,0,,regular,2010,35,sick,sick
314,2011-01-08,Milwaukee Bucks,Brandon Jennings,recovering from surgery on left foot (DNP),Brandon Jennings,1,0,,regular,2010,35,foot,foot
315,2011-01-08,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,35,foot,foot
316,2011-01-09,Cleveland Cavaliers,Anthony Parker,strained lower back (DNP),Anthony Parker,1,0,,regular,2010,37,back,torso
317,2011-01-09,Denver Nuggets,Ty Lawson,strained left knee (DNP),Ty Lawson,1,0,,regular,2010,36,knee,knee
318,2011-01-09,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,37,back,torso
319,2011-01-10,Houston Rockets,Brad Miller,sore right knee (DNP),Brad Miller,1,0,,regular,2010,38,knee,knee
320,2011-01-11,Cleveland Cavaliers,Anderson Varejao,torn tendon in right ankle (DNP),Anderson Varejao,1,0,,regular,2010,38,ankle,lower leg
321,2011-01-11,Cleveland Cavaliers,Anthony Parker,strained lower back (DNP),Anthony Parker,1,0,,regular,2010,38,back,torso
322,2011-01-11,New York Knicks,Anthony Randolph,flu-like symptoms (DNP),Anthony Randolph,1,0,,regular,2010,37,sick,sick
323,2011-01-11,Los Angeles Lakers,Matt Barnes,surgery on right knee to repair torn lateral meniscus (out indefinitely),Matt Barnes,1,0,,regular,2010,39,knee,knee
324,2011-01-12,Golden State Warriors,Reggie Williams,Achilles tendon injury (DTD),Reggie Williams,1,0,,regular,2010,38,achilles,lower leg
325,2011-01-12,Houston Rockets,Brad Miller,sore right knee (DNP),Brad Miller,1,0,,regular,2010,39,knee,knee
326,2011-01-12,New Jersey Nets,Anthony Morrow,strained right hamstring (DNP),Anthony Morrow,1,0,,regular,2010,38,hamstring,upper leg
327,2011-01-12,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,38,knee,knee
328,2011-01-12,Milwaukee Bucks,Brandon Jennings,recovering from surgery on left foot (DNP),Brandon Jennings,1,0,,regular,2010,36,foot,foot
329,2011-01-12,Memphis Grizzlies,Tony Allen,sore left knee (DNP),Tony Allen,1,0,,regular,2010,39,knee,knee
330,2011-01-13,Miami Heat,LeBron James,sprained left ankle (DNP),LeBron James,1,0,,regular,2010,41,ankle,lower leg
331,2011-01-13,Washington Wizards,Andray Blatche,sprained right shoulder (DNP),Andray Blatche,1,0,,regular,2010,37,shoulder,torso
332,2011-01-14,Toronto Raptors,Leandro Barbosa,strained right hamstring (DTD),Leandro Barbosa,1,0,,regular,2010,39,hamstring,upper leg
333,2011-01-14,Golden State Warriors,Brandan Wright,strained lower back (DTD),Brandan Wright,1,0,,regular,2010,39,back,torso
334,2011-01-14,San Antonio Spurs,Matt Bonner,sore right knee (DTD),Matt Bonner,1,0,,regular,2010,40,knee,knee
335,2011-01-14,Cleveland Cavaliers,Joey Graham,strained right quadriceps (DNP),Joey Graham,1,0,,regular,2010,39,quad,upper leg
336,2011-01-14,New York Knicks,Ronny Turiaf,right hip pointer (DTD),Ronny Turiaf,1,0,,regular,2010,39,hip,upper leg
337,2011-01-14,Cleveland Cavaliers,Daniel Gibson,sprained left ankle (DNP),Daniel Gibson,1,0,,regular,2010,39,ankle,lower leg
338,2011-01-14,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,39,knee,knee
339,2011-01-14,Cleveland Cavaliers,Christian Eyenga,sprained right ankle (DNP),Christian Eyenga,1,0,,regular,2010,39,ankle,lower leg
340,2011-01-14,Milwaukee Bucks,Brandon Jennings,recovering from surgery on left foot (DNP),Brandon Jennings,1,0,,regular,2010,37,foot,foot
341,2011-01-14,Boston Celtics,Kevin Garnett,strained right leg (DNP),Kevin Garnett,1,0,,regular,2010,39,leg,leg
342,2011-01-15,Toronto Raptors,Leandro Barbosa,strained right hamstring (DNP),Leandro Barbosa,1,0,,regular,2010,40,hamstring,upper leg
343,2011-01-15,Toronto Raptors,Jerryd Bayless,sore/sprained left ankle (DNP),Jerryd Bayless,1,0,,regular,2010,40,ankle,lower leg
344,2011-01-15,New Jersey Nets,Anthony Morrow,strained right hamstring (DNP),Anthony Morrow,1,0,,regular,2010,40,hamstring,upper leg
345,2011-01-15,Atlanta Hawks,Etan Thomas,personal reasons (DTD),Etan Thomas,1,0,,regular,2010,41,personal reasons,healthy inactive
346,2011-01-15,Memphis Grizzlies,Tony Allen,sore left knee (DNP),Tony Allen,1,0,,regular,2010,40,knee,knee
347,2011-01-15,Cleveland Cavaliers,Joey Graham,strained right quadriceps (DNP),Joey Graham,1,0,,regular,2010,40,quad,upper leg
348,2011-01-15,Cleveland Cavaliers,Daniel Gibson,sprained right ankle (DNP),Daniel Gibson,1,0,,regular,2010,40,ankle,lower leg
349,2011-01-15,Cleveland Cavaliers,Christian Eyenga,sprained left ankle (DNP),Christian Eyenga,1,0,,regular,2010,40,ankle,lower leg
350,2011-01-15,Cleveland Cavaliers,Ryan Hollins,personal reasons (DNP),Ryan Hollins,1,0,,regular,2010,40,personal reasons,healthy inactive
351,2011-01-16,San Antonio Spurs,Matt Bonner,sore right knee (DNP),Matt Bonner,1,0,,regular,2010,41,knee,knee
352,2011-01-17,Toronto Raptors,Jerryd Bayless,sore left ankle (DNP),Jerryd Bayless,1,0,,regular,2010,41,ankle,lower leg
353,2011-01-17,Houston Rockets,Patrick Patterson,upper respiratory distress / flu (DNP),Patrick Patterson,1,0,,regular,2010,42,sick,sick
354,2011-01-17,Toronto Raptors,Leandro Barbosa,strained right hamstring (DNP),Leandro Barbosa,1,0,,regular,2010,41,hamstring,upper leg
355,2011-01-17,New Jersey Nets,Anthony Morrow,strained right hamstring (DNP),Anthony Morrow,1,0,,regular,2010,41,hamstring,upper leg
356,2011-01-17,Toronto Raptors,Linas Kleiza,sore right knee (DNP),Linas Kleiza,1,0,,regular,2010,41,knee,knee
357,2011-01-17,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,40,knee,knee
358,2011-01-17,Chicago Bulls,Carlos Boozer,sprained left ankle (DNP),Carlos Boozer,1,0,,regular,2010,41,ankle,lower leg
359,2011-01-17,Milwaukee Bucks,Brandon Jennings,recovering from surgery on left foot (DNP),Brandon Jennings,1,0,,regular,2010,38,foot,foot
360,2011-01-17,Memphis Grizzlies,Tony Allen,sore left knee (DNP),Tony Allen,1,0,,regular,2010,41,knee,knee
361,2011-01-17,Portland Trailblazers,Brandon Roy,arthroscopic surgery on both knees (out indefinitely),Brandon Roy,1,0,,regular,2010,42,knee,knee
362,2011-01-18,Chicago Bulls,Carlos Boozer,sprained left ankle (DNP),Carlos Boozer,1,0,,regular,2010,42,ankle,lower leg
363,2011-01-19,Toronto Raptors,Leandro Barbosa,strained right hamstring (DNP),Leandro Barbosa,1,0,,regular,2010,42,hamstring,upper leg
364,2011-01-19,Memphis Grizzlies,Tony Allen,sore left knee (DNP),Tony Allen,1,0,,regular,2010,42,knee,knee
365,2011-01-19,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,41,knee,knee
366,2011-01-19,Milwaukee Bucks,John Salmons,sore right hip (DNP),John Salmons,1,0,,regular,2010,39,hip,upper leg
367,2011-01-19,Milwaukee Bucks,Brandon Jennings,recovering from surgery on left foot (DNP),Brandon Jennings,1,0,,regular,2010,39,foot,foot
368,2011-01-20,Chicago Bulls,Carlos Boozer,sprained left ankle (DNP),Carlos Boozer,1,0,,regular,2010,43,ankle,lower leg
369,2011-01-20,Portland Trailblazers,Marcus Camby,arthroscopic surgery on left knee to repair torn meniscus,Marcus Camby,1,0,,regular,2010,44,knee,knee
370,2011-01-20,Portland Trailblazers,Marcus Camby,recovering from arthroscopic surgery on left knee to repair torn meniscus (DNP),Marcus Camby,1,0,,regular,2010,44,knee,knee
371,2011-01-21,San Antonio Spurs,George Hill,sprained right thumb (DNP),George Hill,1,0,,regular,2010,43,finger,hand
372,2011-01-21,Toronto Raptors,Leandro Barbosa,strained right hamstring (DNP),Leandro Barbosa,1,0,,regular,2010,43,hamstring,upper leg
373,2011-01-21,Toronto Raptors,Joey Dorsey,sore right knee (DTD),Joey Dorsey,1,0,,regular,2010,43,knee,knee
374,2011-01-21,Detroit Pistons,Charlie Villanueva,sprained left ankle (DTD),Charlie Villanueva,1,0,,regular,2010,43,ankle,lower leg
375,2011-01-21,Washington Wizards,Kirk Hinrich,sprained elbow (DTD),Kirk Hinrich,1,0,,regular,2010,41,elbow,arm
376,2011-01-21,Boston Celtics,Shaquille O'Neal,hip injury (DTD),Shaquille O'Neal,1,0,,regular,2010,42,hip,upper leg
377,2011-01-21,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,42,knee,knee
378,2011-01-21,Milwaukee Bucks,John Salmons,sore right hip (DNP),John Salmons,1,0,,regular,2010,40,hip,upper leg
379,2011-01-21,New Orleans Hornets,Trevor Ariza,right ankle tendinitis / knee tendinitis (CBC) (DNP),Trevor Ariza,1,0,,regular,2010,44,ankle,lower leg
380,2011-01-22,San Antonio Spurs,George Hill,sprained right thumb (DNP),George Hill,1,0,,regular,2010,44,finger,hand
381,2011-01-22,Toronto Raptors,Linas Kleiza,sore right knee (DNP),Linas Kleiza,1,0,,regular,2010,44,knee,knee
382,2011-01-22,Toronto Raptors,Leandro Barbosa,strained right hamstring (DNP),Leandro Barbosa,1,0,,regular,2010,44,hamstring,upper leg
383,2011-01-22,Toronto Raptors,Joey Dorsey,strained right patella tendon (DNP),Joey Dorsey,1,0,,regular,2010,44,knee,knee
