,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category,Pos,Age,Team_y,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
8251,2018-01-03,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1.0,0.0,,regular,2017,39,rest,rest,SG,40.0,San Antonio Spurs,65.0,0.0,20.0,1205.0,1300.0,31538.300000000003
8252,2018-01-03,San Antonio Spurs,(William) Tony Parker,rest (DTD),Tony Parker,1.0,0.0,,regular,2017,39,rest,rest,PG,35.0,San Antonio Spurs,55.0,21.0,19.5,1364.0,1072.5,43897.2
8253,2018-01-03,Detroit Pistons,Andre Drummond,bruised right rib (DTD),Andre Drummond,1.0,0.0,,regular,2017,36,ribs,torso,C,24.0,Detroit Pistons,78.0,78.0,33.7,389.0,2628.6000000000004,11561.099999999999
8254,2018-01-03,Cleveland Cavaliers,Isaiah Thomas,right hip injury (DTD),Isaiah Thomas,1.0,0.0,,regular,2017,38,hip,upper leg,PG,28.0,TOT,32.0,15.0,26.9,466.0,860.8,14078.7
8255,2018-01-04,Houston Rockets,Chinanu Onuaku,virus (DTD),Chinanu Onuaku,3.0,0.0,,regular,2017,37,sick,sick,C,21.0,Houston Rockets,1.0,0.0,22.0,5.0,22.0,52.0
8256,2018-01-05,Miami Heat,Derrick Walton Jr.,illness (DTD),Derrick Walton,1.0,0.0,,regular,2017,38,sick,sick,PG,22.0,Miami Heat,16.0,0.0,9.2,0.0,147.2,0.0
8257,2018-01-05,San Antonio Spurs,LaMarcus Aldridge,rest (DTD),LaMarcus Aldridge,1.0,0.0,,regular,2017,40,rest,rest,C,32.0,San Antonio Spurs,75.0,75.0,33.5,854.0,2512.5,29825.0
8258,2018-01-05,Phoenix Suns,Isaiah Canaan,strained left adductor (DTD),Isaiah Canaan,1.0,0.0,,regular,2017,41,hip,upper leg,PG-SG,26.0,TOT,20.0,1.0,21.1,188.0,422.0,3844.3999999999996
8259,2018-01-06,San Antonio Spurs,Kawhi Leonard,partial tear in left shoulder (DTD),Kawhi Leonard,1.0,0.0,,regular,2017,41,shoulder,torso,SF,26.0,San Antonio Spurs,9.0,9.0,23.3,485.0,209.70000000000002,15065.000000000002
8260,2018-01-06,Detroit Pistons,Andre Drummond,bruised right rib (DTD),Andre Drummond,1.0,0.0,,regular,2017,38,ribs,torso,C,24.0,Detroit Pistons,78.0,78.0,33.7,389.0,2628.6000000000004,11561.099999999999
8261,2018-01-06,Orlando Magic,Jonathon Simmons,back spasms (DTD),Jonathon Simmons,1.0,0.0,,regular,2017,40,back,torso,SG,28.0,Orlando Magic,69.0,50.0,29.4,151.0,2028.6,2534.5000000000005
8262,2018-01-06,Sacramento Kings,George Hill,placed on IL for personal reasons,George Hill,1.0,0.0,,regular,2017,38,personal reasons,healthy inactive,PG,31.0,TOT,67.0,60.0,27.0,682.0,1809.0,20208.399999999998
8263,2018-01-06,Boston Celtics,Al Horford,sore left calf / knee injury (DTD),Al Horford,1.0,0.0,,regular,2017,43,calf,lower leg,C,31.0,Boston Celtics,72.0,72.0,31.6,738.0,2275.2000000000003,24707.8
8264,2018-01-06,Los Angeles Clippers,Milos Teodosic,sore plantar fascia in left foot (DTD),Milos Teodosic,3.0,0.0,,regular,2017,38,foot,foot,PG,30.0,Los Angeles Clippers,45.0,36.0,25.2,0.0,1134.0,0.0
8265,2018-01-07,Brooklyn Nets,DeMarre Carroll,sprained right knee (DTD),DeMarre Carroll,1.0,0.0,,regular,2017,40,knee,knee,PF,31.0,Brooklyn Nets,73.0,73.0,29.9,471.0,2182.7,11129.399999999998
8266,2018-01-07,San Antonio Spurs,(William) Tony Parker,rest (DTD),Tony Parker,1.0,0.0,,regular,2017,41,rest,rest,PG,35.0,San Antonio Spurs,55.0,21.0,19.5,1364.0,1072.5,43897.2
8267,2018-01-07,Phoenix Suns,Marquese Chriss,strained right hip flexor (DTD),Marquese Chriss,1.0,0.0,,regular,2017,42,hip,upper leg,PF,20.0,Phoenix Suns,72.0,49.0,21.2,82.0,1526.3999999999999,1746.6000000000001
8268,2018-01-08,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1.0,0.0,,regular,2017,42,rest,rest,SG,40.0,San Antonio Spurs,65.0,0.0,20.0,1205.0,1300.0,31538.300000000003
8269,2018-01-08,Chicago Bulls,Nikola Mirotic,stomach virus (DTD),Nikola Mirotic,2.0,0.0,,regular,2017,41,sick,sick,PF,26.0,TOT,55.0,14.0,27.2,235.0,1496.0,5305.7
8270,2018-01-08,Brooklyn Nets,Nik Stauskas,ankle injury (DTD),Nik Stauskas,1.0,0.0,,regular,2017,40,ankle,lower leg,SG,24.0,TOT,41.0,0.0,12.8,226.0,524.8000000000001,5126.6
8271,2018-01-09,Miami Heat,Tyler Johnson,strained left shoulder (DTD),Tyler Johnson,1.0,0.0,,regular,2017,40,shoulder,torso,PG,25.0,Miami Heat,72.0,39.0,28.5,146.0,2052.0,3702.0
8272,2018-01-10,Utah Jazz,Derrick Favors,sprained right ankle (DTD),Derrick Favors,1.0,0.0,,regular,2017,41,ankle,lower leg,C,26.0,Utah Jazz,77.0,77.0,28.0,494.0,2156.0,12695.300000000001
8273,2018-01-10,Indiana Pacers,Myles Turner,right elbow injury (DTD),Myles Turner,1.0,0.0,,regular,2017,41,elbow,arm,C,21.0,Indiana Pacers,65.0,62.0,28.2,152.0,1833.0,4241.3
8274,2018-01-10,New Orleans Pelicans,Anthony Davis,sprained right ankle (DTD),Anthony Davis,1.0,0.0,,regular,2017,40,ankle,lower leg,PF,24.0,New Orleans Pelicans,75.0,75.0,36.4,339.0,2730.0,11701.400000000001
8275,2018-01-10,Golden State Warriors,Stephen Curry,sprained right ankle (DTD),Stephen Curry,1.0,0.0,,regular,2017,42,ankle,lower leg,PG,29.0,Golden State Warriors,51.0,51.0,32.0,649.0,1632.0,22732.399999999998
8276,2018-01-11,Houston Rockets,Zhou Qi / Qi Zhou,right elbow injury (DTD),Zhou Qi,8.0,0.0,,regular,2017,41,elbow,arm,C,22.0,Houston Rockets,18.0,0.0,6.9,0.0,124.2,0.0
8277,2018-01-11,San Antonio Spurs,(William) Tony Parker,sprained right ankle (DTD),Tony Parker,1.0,0.0,,regular,2017,43,ankle,lower leg,PG,35.0,San Antonio Spurs,55.0,21.0,19.5,1364.0,1072.5,43897.2
8278,2018-01-11,Philadelphia 76ers,Amir Johnson,gasroenteritis (DTD),Amir Johnson,1.0,0.0,,regular,2017,39,other,other,C,30.0,Philadelphia 76ers,74.0,18.0,15.8,787.0,1169.2,17259.9
8279,2018-01-11,Los Angeles Clippers,C.J. Williams,sprained right ankle (DTD),CJ Williams,1.0,0.0,,regular,2017,41,ankle,lower leg,SG,27.0,Los Angeles Clippers,38.0,17.0,18.6,0.0,706.8000000000001,0.0
8280,2018-01-12,Houston Rockets,Tarik Black,eye injury (DTD),Tarik Black,1.0,0.0,,regular,2017,41,eye,head,C,26.0,Houston Rockets,51.0,2.0,10.5,169.0,535.5,2784.4
8281,2018-01-12,Denver Nuggets,Gary Harris,personal reasons (DTD),Gary Harris,1.0,0.0,,regular,2017,42,personal reasons,healthy inactive,SG,23.0,Denver Nuggets,67.0,65.0,34.4,188.0,2304.7999999999997,4944.200000000001
8282,2018-01-12,Cleveland Cavaliers,Dwyane Wade,rest (DTD),Dwyane Wade,1.0,0.0,,regular,2017,42,rest,rest,SG,36.0,TOT,67.0,3.0,22.9,1087.0,1534.3,38935.49999999999
8283,2018-01-12,Miami Heat,Dion Waiters,surgery on left ankle (out indefinitely) (date approximate),Dion Waiters,1.0,0.0,,regular,2017,42,ankle,lower leg,SG,26.0,Miami Heat,30.0,30.0,30.6,353.0,918.0,10065.6
8284,2018-01-12,Cleveland Cavaliers,Isaiah Thomas,rest (DTD),Isaiah Thomas,1.0,0.0,,regular,2017,42,rest,rest,PG,28.0,TOT,32.0,15.0,26.9,466.0,860.8,14078.7
8285,2018-01-12,Portland Trailblazers,Evan Turner,illness (DTD),Evan Turner,1.0,0.0,,regular,2017,42,sick,sick,SF,29.0,Portland Trailblazers,79.0,40.0,25.7,578.0,2030.3,16198.100000000002
8286,2018-01-13,Los Angeles Clippers,DeAndre Jordan,sprained left ankle (DTD),DeAndre Jordan,5.0,0.0,,regular,2017,42,ankle,lower leg,C,29.0,Los Angeles Clippers,77.0,77.0,31.5,730.0,2425.5,20386.2
8287,2018-01-13,Utah Jazz,Thabo Sefolosha,surgery on right knee (out for season),Thabo Sefolosha,1.0,0.0,,regular,2017,43,knee,knee,SF,33.0,Utah Jazz,38.0,6.0,21.2,832.0,805.6,18963.4
8288,2018-01-13,Brooklyn Nets,Tyler Zeller,sore left hip (DTD),Tyler Zeller,1.0,0.0,,regular,2017,43,hip,upper leg,C,28.0,TOT,66.0,34.0,16.8,358.0,1108.8,6252.500000000001
8289,2018-01-14,New Orleans Pelicans,Jameer Nelson,personal reasons (DTD),Jameer Nelson,1.0,0.0,,regular,2017,42,personal reasons,healthy inactive,PG,35.0,TOT,50.0,0.0,20.3,872.0,1015.0,24953.2
8290,2018-01-15,Philadelphia 76ers,Richaun Holmes,gastroenteritis (DTD),Richaun Holmes,1.0,0.0,,regular,2017,40,sick,sick,C,24.0,Philadelphia 76ers,48.0,2.0,15.5,108.0,744.0,1895.1
8291,2018-01-15,Los Angeles Lakers,Brandon Ingram,sprained left ankle/knee (DTD),Brandon Ingram,1.0,0.0,,regular,2017,43,ankle,lower leg,SF,20.0,Los Angeles Lakers,59.0,59.0,33.5,79.0,1976.5,2275.2000000000007
8292,2018-01-15,Los Angeles Lakers,Lonzo Ball,sprained left knee (DTD),Lonzo Ball,1.0,0.0,,regular,2017,43,knee,knee,PG,20.0,Los Angeles Lakers,52.0,50.0,34.2,0.0,1778.4,0.0
8293,2018-01-15,San Antonio Spurs,Kawhi Leonard,right quadriceps injury / rest (DTD),Kawhi Leonard,1.0,0.0,,regular,2017,45,rest,rest,SF,26.0,San Antonio Spurs,9.0,9.0,23.3,485.0,209.70000000000002,15065.000000000002
8294,2018-01-16,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,bruised right thigh (DTD),Manu Ginobili,6.0,0.0,,regular,2017,46,quad,upper leg,SG,40.0,San Antonio Spurs,65.0,0.0,20.0,1205.0,1300.0,31538.300000000003
8295,2018-01-16,Dallas Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,strained left groin (DTD),JJ Barea,1.0,0.0,,regular,2017,45,groin,upper leg,PG,33.0,Dallas Mavericks,69.0,10.0,23.2,744.0,1600.8,14459.6
8296,2018-01-16,Philadelphia 76ers,J.J. Redick,left fibula injury (DTD),JJ Redick,1.0,0.0,,regular,2017,41,fibula,lower leg,SG,33.0,Philadelphia 76ers,70.0,70.0,30.2,778.0,2114.0,19360.6
8297,2018-01-16,Orlando Magic,Marreese Speights,personal reasons (DTD),Marreese Speights,1.0,0.0,,regular,2017,44,personal reasons,healthy inactive,C,30.0,Orlando Magic,52.0,3.0,13.0,713.0,676.0,10559.6
8298,2018-01-17,Memphis Grizzlies,Marc Gasol,illness (DTD),Marc Gasol,1.0,0.0,,regular,2017,43,sick,sick,C,33.0,Memphis Grizzlies,73.0,73.0,33.0,702.0,2409.0,24066.9
8299,2018-01-17,Detroit Pistons,Luke Kennard,thumb injury (DTD),Luke Kennard,1.0,0.0,,regular,2017,43,finger,hand,SG,21.0,Detroit Pistons,73.0,9.0,20.0,0.0,1460.0,0.0
8300,2018-01-18,Philadelphia 76ers,James Young,undisclosed (DTD),James Young,1.0,0.0,,regular,2017,41,other,other,SG,22.0,Philadelphia 76ers,6.0,0.0,10.2,102.0,61.199999999999996,801.0999999999999
8301,2018-01-18,Chicago Bulls,Kris Dunn,concussion (out indefinitely),Kris Dunn,1.0,0.0,,regular,2017,46,head,head,PG,23.0,Chicago Bulls,52.0,43.0,29.3,78.0,1523.6000000000001,1333.8000000000004
8302,2018-01-18,Los Angeles Lakers,Kentavious Caldwell-Pope,strained right Achilles (DTD),Kentavious Caldwell-Pope,1.0,0.0,,regular,2017,45,achilles,lower leg,SG,24.0,Los Angeles Lakers,74.0,74.0,33.2,318.0,2456.8,9648.2
8303,2018-01-19,Milwaukee Bucks,Giannis Antetokounmpo,sore right knee (DTD),Giannis Antetokounmpo,1.0,0.0,,regular,2017,45,knee,knee,PF,23.0,Milwaukee Bucks,75.0,75.0,36.7,330.0,2752.5,10553.6
8304,2018-01-19,Los Angeles Lakers,Brandon Ingram,sprained left ankle (DTD),Brandon Ingram,1.0,0.0,,regular,2017,45,ankle,lower leg,SF,20.0,Los Angeles Lakers,59.0,59.0,33.5,79.0,1976.5,2275.2000000000007
8305,2018-01-19,Golden State Warriors,Jordan Bell,left ankle injury (out indefinitely),Jordan Bell,1.0,0.0,,regular,2017,47,ankle,lower leg,C,23.0,Golden State Warriors,57.0,13.0,14.2,0.0,809.4,0.0
8306,2018-01-20,Minnesota Timberwolves,Jimmy Butler,sore right knee (DTD),Jimmy Butler,4.0,0.0,,regular,2017,48,knee,knee,SG,28.0,Minnesota Timberwolves,59.0,59.0,36.7,437.0,2165.3,14338.399999999998
8307,2018-01-20,Minnesota Timberwolves,Jamal Crawford,sprained left big toe (DTD),Jamal Crawford,2.0,0.0,,regular,2017,48,toe,foot,SG,37.0,Minnesota Timberwolves,80.0,0.0,20.7,1251.0,1656.0,38063.7
8308,2018-01-20,Houston Rockets,Troy Williams,illness (DTD),Troy Williams,1.0,0.0,,regular,2017,44,sick,sick,SF,23.0,TOT,21.0,1.0,14.6,35.0,306.59999999999997,577.0
8309,2018-01-20,Memphis Grizzlies,James Ennis,right calf injury (DTD),James Ennis,1.0,0.0,,regular,2017,45,calf,lower leg,SF,27.0,TOT,72.0,22.0,22.3,154.0,1605.6000000000001,3047.0
8310,2018-01-20,Miami Heat,Goran Dragic,bruised left knee (DTD),Goran Dragic,2.0,0.0,,regular,2017,46,knee,knee,PG,31.0,Miami Heat,75.0,75.0,31.7,677.0,2377.5,18560.8
8311,2018-01-20,Memphis Grizzlies,Mario Chalmers,right shoulder injury (DTD),Mario Chalmers,1.0,0.0,,regular,2017,45,shoulder,torso,PG,31.0,Memphis Grizzlies,66.0,10.0,21.5,679.0,1419.0,18705.6
8312,2018-01-20,Memphis Grizzlies,Andrew Harrison,left shoulder injury (DTD),Andrew Harrison,1.0,0.0,,regular,2017,45,shoulder,torso,PG,23.0,Memphis Grizzlies,56.0,46.0,23.7,78.0,1327.2,1594.8
8313,2018-01-20,Milwaukee Bucks,Malcolm Brogdon,placed on IL for personal reasons,Malcolm Brogdon,1.0,0.0,,regular,2017,45,personal reasons,healthy inactive,PG,25.0,Milwaukee Bucks,48.0,20.0,29.9,81.0,1435.1999999999998,2163.0
8314,2018-01-20,Utah Jazz,Rodney Hood,bruised lower leg (DTD),Rodney Hood,6.0,0.0,,regular,2017,46,leg,leg,SG,25.0,TOT,60.0,23.0,26.9,199.0,1614.0,5479.0
8315,2018-01-21,Memphis Grizzlies,JaMychal Green,right ankle injury (DTD),JaMychal Green,1.0,0.0,,regular,2017,46,ankle,lower leg,PF,27.0,Memphis Grizzlies,55.0,54.0,28.0,194.0,1540.0,3906.5
8316,2018-01-22,Charlotte Hornets,Michael Kidd-Gilchrist,right axillary abscess (DTD),Michael Kidd-Gilchrist,1.0,0.0,,regular,2017,45,other,other,SF,24.0,Charlotte Hornets,74.0,74.0,25.0,287.0,1850.0,7763.200000000001
8317,2018-01-22,San Antonio Spurs,Pau Gasol,sprained right wrist (DTD),Pau Gasol,1.0,0.0,,regular,2017,49,wrist,arm,C,37.0,San Antonio Spurs,77.0,63.0,23.5,1250.0,1809.5,43572.799999999996
8318,2018-01-22,Los Angeles Clippers,Jawun Evans,sore lower abdominal (DTD),Jawun Evans,1.0,0.0,,regular,2017,46,abdominal,torso,PG,21.0,Los Angeles Clippers,48.0,4.0,16.2,0.0,777.5999999999999,0.0
8319,2018-01-23,Philadelphia 76ers,T.J. McConnell,personal reasons (DTD),TJ McConnell,1.0,0.0,,regular,2017,44,personal reasons,healthy inactive,PG,25.0,Philadelphia 76ers,76.0,1.0,22.4,162.0,1702.3999999999999,3734.1000000000004
8320,2018-01-23,Sacramento Kings,Zach Randolph,sore left knee (DTD),Zach Randolph,1.0,0.0,,regular,2017,47,knee,knee,PF,36.0,Sacramento Kings,59.0,57.0,25.6,1127.0,1510.4,35559.200000000004
8321,2018-01-23,New York Knicks,Kristaps Porzingis,irritation in left knee (DTD),Kristaps Porzingis,1.0,0.0,,regular,2017,48,knee,knee,PF,22.0,New York Knicks,48.0,48.0,32.4,138.0,1555.1999999999998,4209.599999999999
8322,2018-01-24,San Antonio Spurs,LaMarcus Aldridge,rest (DTD),LaMarcus Aldridge,1.0,0.0,,regular,2017,50,rest,rest,C,32.0,San Antonio Spurs,75.0,75.0,33.5,854.0,2512.5,29825.0
8323,2018-01-24,Detroit Pistons,Reggie Bullock,thumb injury (DTD),Reggie Bullock,1.0,0.0,,regular,2017,46,finger,hand,SF,26.0,Detroit Pistons,62.0,52.0,27.9,151.0,1729.8,1658.3
8324,2018-01-24,Phoenix Suns,Alex Len,sore right ankle (DTD),Alex Len,1.0,0.0,,regular,2017,48,ankle,lower leg,C,24.0,Phoenix Suns,69.0,13.0,20.2,266.0,1393.8,5259.700000000001
8325,2018-01-24,Indiana Pacers,Darren Collison,placed on IL for personal reasons,Darren Collison,1.0,0.0,,regular,2017,48,personal reasons,healthy inactive,PG,30.0,Indiana Pacers,69.0,64.0,29.2,592.0,2014.8,17244.8
8326,2018-01-24,Boston Celtics,Marcus Smart,right hand injury (DTD),Marcus Smart,1.0,0.0,,regular,2017,49,hand,hand,SG,23.0,Boston Celtics,54.0,11.0,29.9,235.0,1614.6,6697.299999999999
8327,2018-01-24,Memphis Grizzlies,Jarell Martin,left knee injury (DTD),Jarell Martin,1.0,0.0,,regular,2017,47,knee,knee,PF,23.0,Memphis Grizzlies,73.0,36.0,22.8,74.0,1664.4,995.1999999999998
8328,2018-01-24,Los Angeles Clippers,Jawun Evans,sore lower abdominal (DTD),Jawun Evans,1.0,0.0,,regular,2017,47,abdominal,torso,PG,21.0,Los Angeles Clippers,48.0,4.0,16.2,0.0,777.5999999999999,0.0
8329,2018-01-24,Boston Celtics,Al Horford,concussion (DTD),Al Horford,1.0,0.0,,regular,2017,49,head,head,C,31.0,Boston Celtics,72.0,72.0,31.6,738.0,2275.2000000000003,24707.8
8330,2018-01-24,Philadelphia 76ers,T.J. McConnell,placed on IL for personal reasons,TJ McConnell,1.0,0.0,,regular,2017,44,personal reasons,healthy inactive,PG,25.0,Philadelphia 76ers,76.0,1.0,22.4,162.0,1702.3999999999999,3734.1000000000004
8331,2018-01-25,Miami Heat,Udonis Haslem,personal reasons (DTD),Udonis Haslem,1.0,0.0,,regular,2017,48,personal reasons,healthy inactive,C,37.0,Miami Heat,14.0,0.0,5.1,977.0,71.39999999999999,24551.600000000002
8332,2018-01-25,New York Knicks,Joakim Noah,placed on IL for personal reasons (out for season),Joakim Noah,1.0,0.0,,regular,2017,49,personal reasons,healthy inactive,C,32.0,New York Knicks,7.0,0.0,5.7,678.0,39.9,19970.399999999998
8333,2018-01-25,Golden State Warriors,Patrick McCaw,strained back (DTD),Patrick McCaw,1.0,0.0,,regular,2017,49,back,torso,SG,22.0,Golden State Warriors,57.0,10.0,16.9,86.0,963.3,1253.5999999999997
8334,2018-01-26,Memphis Grizzlies,Tyreke Evans,illness (DTD),Tyreke Evans,1.0,0.0,,regular,2017,48,sick,sick,PG,28.0,Memphis Grizzlies,52.0,32.0,30.9,477.0,1606.8,15365.8
8335,2018-01-26,Boston Celtics,Guerschon Yabusele,ankle injury (DTD),Guerschon Yabusele,2.0,0.0,,regular,2017,50,ankle,lower leg,PF,22.0,Boston Celtics,33.0,4.0,7.1,0.0,234.29999999999998,0.0
8336,2018-01-26,Phoenix Suns,Tyson Chandler,illness (DTD),Tyson Chandler,1.0,0.0,,regular,2017,49,sick,sick,C,35.0,Phoenix Suns,46.0,46.0,25.0,1108.0,1150.0,31567.700000000004
8337,2018-01-26,Sacramento Kings,Willie Cauley-Stein,bruised right knee (DTD),Willie Cauley-Stein,1.0,0.0,,regular,2017,49,knee,knee,C,24.0,Sacramento Kings,73.0,58.0,28.0,141.0,2044.0,2829.8999999999996
8338,2018-01-26,New Orleans Pelicans,DeMarcus Cousins,torn left Achilles tendon (out for season),DeMarcus Cousins,1.0,0.0,,regular,2017,48,achilles,lower leg,C,27.0,New Orleans Pelicans,48.0,48.0,36.2,487.0,1737.6000000000001,15571.699999999999
8339,2018-01-26,Memphis Grizzlies,Ben McLemore,sore right knee (DTD),Ben McLemore,2.0,0.0,,regular,2017,48,knee,knee,SG,24.0,Memphis Grizzlies,56.0,17.0,19.5,293.0,1092.0,7481.5
8340,2018-01-26,Cleveland Cavaliers,Iman Shumpert,left knee injury (DTD),Iman Shumpert,1.0,0.0,,regular,2017,47,knee,knee,SG,27.0,Cleveland Cavaliers,14.0,6.0,19.7,441.0,275.8,11155.1
8341,2018-01-26,Cleveland Cavaliers,Dwyane Wade,placed on IL for personal reasons,Dwyane Wade,1.0,0.0,,regular,2017,47,personal reasons,healthy inactive,SG,36.0,TOT,67.0,3.0,22.9,1087.0,1534.3,38935.49999999999
8342,2018-01-26,Portland Trailblazers,Evan Turner,placed on IL for personal reasons,Evan Turner,1.0,0.0,,regular,2017,49,personal reasons,healthy inactive,SF,29.0,Portland Trailblazers,79.0,40.0,25.7,578.0,2030.3,16198.100000000002
8343,2018-01-27,Oklahoma City Thunder,Andre Roberson,torn patellar tendon in left knee (out for season),Andre Roberson,1.0,0.0,,regular,2017,49,knee,knee,SG,26.0,Oklahoma City Thunder,39.0,39.0,26.6,281.0,1037.4,6283.9
8344,2018-01-27,New Orleans Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),DeMarcus Cousins,1.0,0.0,,regular,2017,49,achilles,lower leg,C,27.0,New Orleans Pelicans,48.0,48.0,36.2,487.0,1737.6000000000001,15571.699999999999
8345,2018-01-27,Denver Nuggets,Tyler Lydon,arthroscopic surgery on left knee (out for season),Tyler Lydon,1.0,0.0,,regular,2017,49,knee,knee,PF,21.0,Denver Nuggets,1.0,0.0,2.0,0.0,2.0,0.0
8346,2018-01-27,Brooklyn Nets,Caris LeVert,sore left groin (DTD),Caris LeVert,1.0,0.0,,regular,2017,50,groin,upper leg,SF,23.0,Brooklyn Nets,71.0,10.0,26.3,57.0,1867.3,1236.8999999999999
8347,2018-01-27,Dallas Mavericks,Devin Harris,personal reasons (DTD),Devin Harris,1.0,0.0,,regular,2017,50,personal reasons,healthy inactive,PG,34.0,TOT,71.0,1.0,18.9,910.0,1341.8999999999999,23062.4
8348,2018-01-27,Charlotte Hornets,Michael Carter-Williams,strained left shoulder (DTD),Michael Carter-Williams,1.0,0.0,,regular,2017,48,shoulder,torso,PG,26.0,Charlotte Hornets,52.0,2.0,16.1,246.0,837.2,7303.400000000001
8349,2018-01-27,Memphis Grizzlies,Mike Conley Jr.,surgery on left heel to smooth bone (out for season) (date approximate),Mike Conley,1.0,0.0,,regular,2017,49,heel,foot,PG,30.0,Memphis Grizzlies,12.0,12.0,31.1,762.0,373.20000000000005,25085.300000000003
8350,2018-01-27,Dallas Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,strained left oblique (DTD),JJ Barea,1.0,0.0,,regular,2017,50,abdominal,torso,PG,33.0,Dallas Mavericks,69.0,10.0,23.2,744.0,1600.8,14459.6
8351,2018-01-28,Oklahoma City Thunder,Andre Roberson,surgery on left knee to repair torn patellar tendon (out for season),Andre Roberson,1.0,0.0,,regular,2017,50,knee,knee,SG,26.0,Oklahoma City Thunder,39.0,39.0,26.6,281.0,1037.4,6283.9
8352,2018-01-28,Sacramento Kings,Malachi Richardson,sprained left ankle (DTD),Malachi Richardson,6.0,0.0,,regular,2017,49,ankle,lower leg,SG,22.0,TOT,26.0,4.0,12.5,22.0,325.0,198.0
8353,2018-01-28,Sacramento Kings,Garrett Temple,sprained right ankle (DTD),Garrett Temple,1.0,0.0,,regular,2017,49,ankle,lower leg,SG,31.0,Sacramento Kings,65.0,35.0,24.8,394.0,1612.0,6824.6
8354,2018-01-28,Detroit Pistons,Avery Bradley,sore right groin/hamstring (DTD),Avery Bradley,1.0,0.0,,regular,2017,48,hamstring,upper leg,SG,27.0,TOT,46.0,46.0,31.2,452.0,1435.2,12870.1
8355,2018-01-29,Boston Celtics,Shane Larkin,sore right knee (DTD),Shane Larkin,1.0,0.0,,regular,2017,51,knee,knee,PG,25.0,Boston Celtics,54.0,2.0,14.4,204.0,777.6,4108.799999999999
8356,2018-01-29,Houston Rockets,Trevor Ariza,strained left hamstring (DTD),Trevor Ariza,1.0,0.0,,regular,2017,49,hamstring,upper leg,SF,32.0,Houston Rockets,67.0,67.0,33.9,960.0,2271.2999999999997,28256.2
8357,2018-01-30,Cleveland Cavaliers,Kevin Love,fractured left hand (out indefinitely),Kevin Love,1.0,0.0,,regular,2017,49,hand,hand,C,29.0,Cleveland Cavaliers,59.0,59.0,28.0,618.0,1652.0,20079.7
8358,2018-01-30,Chicago Bulls,Lauri Markkanen,birth of child (DTD),Lauri Markkanen,3.0,0.0,,regular,2017,51,personal reasons,healthy inactive,PF,20.0,Chicago Bulls,68.0,68.0,29.7,0.0,2019.6,0.0
8359,2018-01-30,Charlotte Hornets,Marvin Williams,sprained left ankle (DTD),Marvin Williams,1.0,0.0,,regular,2017,50,ankle,lower leg,PF,31.0,Charlotte Hornets,78.0,78.0,25.7,910.0,2004.6,26131.900000000005
8360,2018-01-30,Orlando Magic,Aaron Gordon,strained left hip flexor (DTD),Aaron Gordon,9.0,0.0,,regular,2017,49,hip,upper leg,PF,22.0,Orlando Magic,58.0,57.0,32.9,205.0,1908.1999999999998,4959.2
8361,2018-01-30,Houston Rockets,Chris Paul,sore right groin (DTD),Chris Paul,1.0,0.0,,regular,2017,49,groin,upper leg,PG,32.0,Houston Rockets,58.0,58.0,31.8,910.0,1844.4,32537.6
8362,2018-01-31,New Orleans Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),DeMarcus Cousins,1.0,0.0,,regular,2017,51,achilles,lower leg,C,27.0,New Orleans Pelicans,48.0,48.0,36.2,487.0,1737.6000000000001,15571.699999999999
8363,2018-01-31,Phoenix Suns,Isaiah Canaan,fractured left ankle (out indefinitely),Isaiah Canaan,1.0,0.0,,regular,2017,52,ankle,lower leg,PG-SG,26.0,TOT,20.0,1.0,21.1,188.0,422.0,3844.3999999999996
8364,2018-01-31,Washington Wizards,John Wall (a),arthroscopic surgery on left knee (out indefinitely),John Wall,1.0,0.0,,regular,2017,51,knee,knee,PG,27.0,Washington Wizards,41.0,41.0,34.4,531.0,1410.3999999999999,19239.2
