,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category,Pos,Age,Team_y,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
8131,2017-12-02,Phoenix Suns,Alex Len,ankle injury (DTD),Alex Len,1.0,0.0,,regular,2017,24,ankle,lower leg,C,24.0,Phoenix Suns,69.0,13.0,20.2,266.0,1393.8,5259.700000000001
8132,2017-12-03,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1.0,0.0,,regular,2017,23,rest,rest,SG,40.0,San Antonio Spurs,65.0,0.0,20.0,1205.0,1300.0,31538.300000000003
8133,2017-12-03,San Antonio Spurs,LaMarcus Aldridge,rest (DTD),LaMarcus Aldridge,1.0,0.0,,regular,2017,23,rest,rest,C,32.0,San Antonio Spurs,75.0,75.0,33.5,854.0,2512.5,29825.0
8134,2017-12-04,Golden State Warriors,Zaur Pachulia / Zaza Pachulia,sore left shoulder (DTD),Zaza Pachulia,1.0,0.0,,regular,2017,25,shoulder,torso,C,33.0,Golden State Warriors,69.0,57.0,14.1,1027.0,972.9,21559.0
8135,2017-12-04,San Antonio Spurs,Joffrey Lauvergne,finger injury (DTD),Joffrey Lauvergne,3.0,0.0,,regular,2017,24,finger,hand,C,26.0,San Antonio Spurs,55.0,1.0,9.7,156.0,533.5,2313.2999999999997
8136,2017-12-05,Utah Jazz,Raulzinho Neto / Raul Neto,sore right foot (DTD),Raul Neto,1.0,0.0,,regular,2017,25,foot,foot,PG,25.0,Utah Jazz,41.0,0.0,12.1,130.0,496.09999999999997,1906.8000000000002
8137,2017-12-05,Sacramento Kings,Willie Cauley-Stein,strained lower back (DTD),Willie Cauley-Stein,1.0,0.0,,regular,2017,24,back,torso,C,24.0,Sacramento Kings,73.0,58.0,28.0,141.0,2044.0,2829.8999999999996
8138,2017-12-05,Golden State Warriors,Patrick McCaw,bruised nose (DTD),Patrick McCaw,1.0,0.0,,regular,2017,26,nose,head,SG,22.0,Golden State Warriors,57.0,10.0,16.9,86.0,963.3,1253.5999999999997
8139,2017-12-05,Golden State Warriors,Stephen Curry,sprained right ankle (DTD),Stephen Curry,1.0,0.0,,regular,2017,26,ankle,lower leg,PG,29.0,Golden State Warriors,51.0,51.0,32.0,649.0,1632.0,22732.399999999998
8140,2017-12-05,Washington Wizards,Jason Smith,knee injury (DTD),Jason Smith,3.0,0.0,,regular,2017,24,knee,knee,C,31.0,Washington Wizards,33.0,2.0,8.6,588.0,283.8,9856.4
8141,2017-12-06,Golden State Warriors,Patrick McCaw,concussion (DTD),Patrick McCaw,1.0,0.0,,regular,2017,26,head,head,SG,22.0,Golden State Warriors,57.0,10.0,16.9,86.0,963.3,1253.5999999999997
8142,2017-12-06,Phoenix Suns,Devin Booker,strained adductor in left groin (out indefinitely),Devin Booker,1.0,0.0,,regular,2017,27,groin,upper leg,SG,21.0,Phoenix Suns,54.0,54.0,34.5,154.0,1863.0,4835.2
8143,2017-12-06,Boston Celtics,Marcus Morris,left knee injury (DTD),Marcus Morris,1.0,0.0,,regular,2017,26,knee,knee,PF,28.0,Boston Celtics,54.0,21.0,26.8,420.0,1447.2,11063.1
8144,2017-12-06,Milwaukee Bucks,Jason Terry,strained left calf (DTD),Jason Terry,1.0,0.0,,regular,2017,23,calf,lower leg,SG,40.0,Milwaukee Bucks,51.0,4.0,16.0,1480.0,816.0,45168.19999999999
8145,2017-12-06,Charlotte Hornets,Steve Clifford,took leave of absense as head coach with heath issue,No Match,1.0,0.0,,regular,2017,23,head,head,,,,,,,,,
8146,2017-12-07,New Orleans Pelicans,Alexis Ajinca / Alex Ajinca,surgery on right knee (out indefinitely),Alexis Ajinca,1.0,0.0,,regular,2017,26,knee,knee,,,,,,,,,
8147,2017-12-07,Utah Jazz,Rodney Hood,sore left ankle (DTD),Rodney Hood,2.0,0.0,,regular,2017,26,ankle,lower leg,SG,25.0,TOT,60.0,23.0,26.9,199.0,1614.0,5479.0
8148,2017-12-07,Houston Rockets,Nene / Nene Hilario / Maybyner Hilario,scratched cornea (DTD),Nene Hilario,1.0,0.0,,regular,2017,23,other,other,C,35.0,Houston Rockets,52.0,4.0,14.6,944.0,759.1999999999999,25968.3
8149,2017-12-07,Orlando Magic,Evan Fournier,sprained right ankle (DTD),Evan Fournier,1.0,0.0,,regular,2017,27,ankle,lower leg,SF,25.0,Orlando Magic,57.0,57.0,32.2,323.0,1835.4,8450.900000000001
8150,2017-12-07,Phoenix Suns,Tyson Chandler,personal reasons (DTD),Tyson Chandler,1.0,0.0,,regular,2017,27,personal reasons,healthy inactive,C,35.0,Phoenix Suns,46.0,46.0,25.0,1108.0,1150.0,31567.700000000004
8151,2017-12-07,Charlotte Hornets,Frank Kaminsky,sprained right ankle (DTD),Frank Kaminsky,1.0,0.0,,regular,2017,24,ankle,lower leg,PF,24.0,Charlotte Hornets,79.0,4.0,23.2,163.0,1832.8,3856.3
8152,2017-12-07,Charlotte Hornets,Cody Zeller,torn meniscus in left knee (out indefinitely),Cody Zeller,1.0,0.0,,regular,2017,24,knee,knee,C,25.0,Charlotte Hornets,33.0,0.0,19.0,290.0,627.0,6594.500000000001
8153,2017-12-07,Philadelphia 76ers,Dario Saric,eye injury (DTD),Dario Saric,1.0,0.0,,regular,2017,24,eye,head,PF,23.0,Philadelphia 76ers,78.0,73.0,29.6,81.0,2308.8,2130.3
8154,2017-12-08,Portland Trailblazers,Jusuf Nurkic,sprained right ankle (DTD),Jusuf Nurkic,1.0,0.0,,regular,2017,25,ankle,lower leg,C,23.0,Portland Trailblazers,79.0,79.0,26.4,160.0,2085.6,3058.7999999999997
8155,2017-12-08,Milwaukee Bucks,Tony Snell,patella tendinitis in left knee (DTD),Tony Snell,5.0,0.0,,regular,2017,24,knee,knee,SG,26.0,Milwaukee Bucks,75.0,59.0,27.4,315.0,2055.0,6648.9
8156,2017-12-08,New Orleans Pelicans,Rajon Rondo,rest (DTD),Rajon Rondo,1.0,0.0,,regular,2017,26,rest,rest,PG,31.0,New Orleans Pelicans,65.0,63.0,26.2,810.0,1703.0,26683.0
8157,2017-12-08,Golden State Warriors,Zaur Pachulia / Zaza Pachulia,sore left shoulder (DTD),Zaza Pachulia,1.0,0.0,,regular,2017,27,shoulder,torso,C,33.0,Golden State Warriors,69.0,57.0,14.1,1027.0,972.9,21559.0
8158,2017-12-09,San Antonio Spurs,Danny Green,tightness in left groin (DTD),Danny Green,1.0,0.0,,regular,2017,27,groin,upper leg,SG,30.0,San Antonio Spurs,70.0,60.0,25.6,565.0,1792.0,14166.2
8159,2017-12-09,Brooklyn Nets,Yakuba Ouattara / Billy Ouattara,sore left leg (DTD),No Match,1.0,0.0,,regular,2017,25,leg,leg,,,,,,,,,
8160,2017-12-09,Orlando Magic,Aaron Gordon,concussion (DTD),Aaron Gordon,1.0,0.0,,regular,2017,28,head,head,PF,22.0,Orlando Magic,58.0,57.0,32.9,205.0,1908.1999999999998,4959.2
8161,2017-12-09,Memphis Grizzlies,Chandler Parsons,rest (DTD),Chandler Parsons,1.0,0.0,,regular,2017,26,rest,rest,SF,29.0,Memphis Grizzlies,36.0,8.0,19.2,387.0,691.1999999999999,12529.1
8162,2017-12-09,Cleveland Cavaliers,Kevin Love,sore left hip (DTD),Kevin Love,1.0,0.0,,regular,2017,27,hip,upper leg,C,29.0,Cleveland Cavaliers,59.0,59.0,28.0,618.0,1652.0,20079.7
8163,2017-12-09,Philadelphia 76ers,T.J. McConnell,left shoulder injury (DTD),TJ McConnell,1.0,0.0,,regular,2017,25,shoulder,torso,PG,25.0,Philadelphia 76ers,76.0,1.0,22.4,162.0,1702.3999999999999,3734.1000000000004
8164,2017-12-09,Brooklyn Nets,Joe Harris,illness (DTD),Joe Harris,1.0,0.0,,regular,2017,25,sick,sick,SG,26.0,Brooklyn Nets,78.0,14.0,25.3,114.0,1973.4,1664.6999999999998
8165,2017-12-10,New Orleans Pelicans,Jameer Nelson,left ankle injury (DTD),Jameer Nelson,1.0,0.0,,regular,2017,27,ankle,lower leg,PG,35.0,TOT,50.0,0.0,20.3,872.0,1015.0,24953.2
8166,2017-12-10,Indiana Pacers,Darren Collison,sore left knee (DTD),Darren Collison,1.0,0.0,,regular,2017,27,knee,knee,PG,30.0,Indiana Pacers,69.0,64.0,29.2,592.0,2014.8,17244.8
8167,2017-12-10,Boston Celtics,Marcus Morris,rehab of left knee (DTD),Marcus Morris,9.0,0.0,,regular,2017,28,knee,knee,PF,28.0,Boston Celtics,54.0,21.0,26.8,420.0,1447.2,11063.1
8168,2017-12-10,Philadelphia 76ers,Joel Embiid,back injury (DTD),Joel Embiid,1.0,0.0,,regular,2017,26,back,torso,C,23.0,Philadelphia 76ers,63.0,63.0,30.3,31.0,1908.9,787.4000000000001
8169,2017-12-10,Sacramento Kings,George Hill,placed on IL for personal reasons,George Hill,1.0,0.0,,regular,2017,26,personal reasons,healthy inactive,PG,31.0,TOT,67.0,60.0,27.0,682.0,1809.0,20208.399999999998
8170,2017-12-11,New Orleans Pelicans,Dante Cunningham,right knee injury (DTD),Dante Cunningham,1.0,0.0,,regular,2017,28,knee,knee,SF,30.0,TOT,73.0,25.0,21.4,594.0,1562.1999999999998,12548.400000000001
8171,2017-12-11,New Orleans Pelicans,Anthony Davis,strained adductor in left groin/pelvis (DTD),Anthony Davis,1.0,0.0,,regular,2017,28,groin,upper leg,PF,24.0,New Orleans Pelicans,75.0,75.0,36.4,339.0,2730.0,11701.400000000001
8172,2017-12-11,Chicago Bulls,Lauri Markkanen,back spasms / sore lower back (DTD),Lauri Markkanen,1.0,0.0,,regular,2017,26,back,torso,PF,20.0,Chicago Bulls,68.0,68.0,29.7,0.0,2019.6,0.0
8173,2017-12-11,Utah Jazz,Raulzinho Neto / Raul Neto,concussion (DTD),Raul Neto,1.0,0.0,,regular,2017,28,head,head,PG,25.0,Utah Jazz,41.0,0.0,12.1,130.0,496.09999999999997,1906.8000000000002
8174,2017-12-12,Cleveland Cavaliers,Dwyane Wade,sore left knee (DTD),Dwyane Wade,1.0,0.0,,regular,2017,28,knee,knee,SG,36.0,TOT,67.0,3.0,22.9,1087.0,1534.3,38935.49999999999
8175,2017-12-12,Washington Wizards,Ian Mahinmi,sore right knee (DTD),Ian Mahinmi,2.0,0.0,,regular,2017,27,knee,knee,C,31.0,Washington Wizards,77.0,0.0,14.9,530.0,1147.3,8649.1
8176,2017-12-13,Washington Wizards,Markieff Morris,sore right hip (DTD),Markieff Morris,1.0,0.0,,regular,2017,28,hip,upper leg,PF,28.0,Washington Wizards,73.0,73.0,27.0,461.0,1971.0,12179.199999999999
8177,2017-12-13,Orlando Magic,Arron Afflalo,back spasms (DTD),Arron Afflalo,1.0,0.0,,regular,2017,29,back,torso,SG,32.0,Orlando Magic,53.0,3.0,12.9,744.0,683.7,20791.9
8178,2017-12-13,Phoenix Suns,Tyson Chandler,placed on IL for personal reasons,Tyson Chandler,1.0,0.0,,regular,2017,30,personal reasons,healthy inactive,C,35.0,Phoenix Suns,46.0,46.0,25.0,1108.0,1150.0,31567.700000000004
8179,2017-12-13,Miami Heat,Tyler Johnson,migraine headache (DTD),Tyler Johnson,1.0,0.0,,regular,2017,27,sick,sick,PG,25.0,Miami Heat,72.0,39.0,28.5,146.0,2052.0,3702.0
8180,2017-12-13,Memphis Grizzlies,Tyreke Evans,sore right hip (DTD),Tyreke Evans,1.0,0.0,,regular,2017,28,hip,upper leg,PG,28.0,Memphis Grizzlies,52.0,32.0,30.9,477.0,1606.8,15365.8
8181,2017-12-13,Chicago Bulls,Lauri Markkanen,back spasms (DTD),Lauri Markkanen,1.0,0.0,,regular,2017,27,back,torso,PF,20.0,Chicago Bulls,68.0,68.0,29.7,0.0,2019.6,0.0
8182,2017-12-13,Portland Trailblazers,Meyers Leonard,illness (DTD),Meyers Leonard,1.0,0.0,,regular,2017,27,sick,sick,C,25.0,Portland Trailblazers,33.0,2.0,7.7,311.0,254.1,5113.499999999999
8183,2017-12-14,Milwaukee Bucks,Mirza Teletovic,pulmonary embolism (out indefinitely),Mirza Teletovic,1.0,0.0,,regular,2017,27,other,other,PF,32.0,Milwaukee Bucks,10.0,0.0,15.9,333.0,159.0,5867.2
8184,2017-12-14,Cleveland Cavaliers,Tristan Thompson,strained left calf (DTD),Tristan Thompson,1.0,0.0,,regular,2017,29,calf,lower leg,C,26.0,Cleveland Cavaliers,53.0,22.0,20.2,525.0,1070.6,15292.199999999999
8185,2017-12-14,Golden State Warriors,Nick Young,concussion (DTD),Nick Young,1.0,0.0,,regular,2017,29,head,head,SG,32.0,Golden State Warriors,80.0,8.0,17.4,651.0,1392.0,15201.300000000003
8186,2017-12-15,Charlotte Hornets,Julyan Stone,hamstring injury (DTD),Julyan Stone,2.0,0.0,,regular,2017,28,hamstring,upper leg,SG,29.0,Charlotte Hornets,23.0,0.0,7.6,51.0,174.79999999999998,343.9
8187,2017-12-15,Toronto Raptors,C.J. Miles,sore left shoulder (DTD),CJ Miles,1.0,0.0,,regular,2017,27,shoulder,torso,SF,30.0,Toronto Raptors,70.0,3.0,19.1,749.0,1337.0,15525.400000000001
8188,2017-12-15,Detroit Pistons,Avery Bradley,strained adductor in right groin (DTD),Avery Bradley,1.0,0.0,,regular,2017,29,groin,upper leg,SG,27.0,TOT,46.0,46.0,31.2,452.0,1435.2,12870.1
8189,2017-12-15,Miami Heat,Justise Winslow,strained left knee (DTD),Justise Winslow,14.0,0.0,,regular,2017,28,knee,knee,PF,21.0,Miami Heat,68.0,25.0,24.7,109.0,1679.6,3185.6
8190,2017-12-15,Brooklyn Nets,Allen Crabbe,sore left ankle / knee (DTD),Allen Crabbe,1.0,0.0,,regular,2017,28,ankle,lower leg,SG,25.0,Brooklyn Nets,75.0,68.0,29.3,243.0,2197.5,5574.9
8191,2017-12-15,Cleveland Cavaliers,John Holland,left shoulder subluxation (out) indefinitely,John Holland,1.0,0.0,,regular,2017,30,shoulder,torso,SF,29.0,Cleveland Cavaliers,24.0,0.0,7.3,1.0,175.2,1.0
8192,2017-12-15,Brooklyn Nets,DeMarre Carroll,rest (DTD),DeMarre Carroll,1.0,0.0,,regular,2017,28,rest,rest,PF,31.0,Brooklyn Nets,73.0,73.0,29.9,471.0,2182.7,11129.399999999998
8193,2017-12-16,Houston Rockets,Clint Capela,bruised left heel (DTD),Clint Capela,1.0,0.0,,regular,2017,28,heel,foot,C,23.0,Houston Rockets,74.0,74.0,27.5,187.0,2035.0,3570.7
8194,2017-12-16,San Antonio Spurs,Danny Green,tightness in left groin (DTD),Danny Green,2.0,0.0,,regular,2017,30,groin,upper leg,SG,30.0,San Antonio Spurs,70.0,60.0,25.6,565.0,1792.0,14166.2
8195,2017-12-16,Orlando Magic,Aaron Gordon,strained right calf (DTD),Aaron Gordon,1.0,0.0,,regular,2017,31,calf,lower leg,PF,22.0,Orlando Magic,58.0,57.0,32.9,205.0,1908.1999999999998,4959.2
8196,2017-12-16,Utah Jazz,Derrick Favors,eye laceration (DTD),Derrick Favors,1.0,0.0,,regular,2017,30,eye,head,C,26.0,Utah Jazz,77.0,77.0,28.0,494.0,2156.0,12695.300000000001
8197,2017-12-16,Memphis Grizzlies,Chandler Parsons,rest (DTD),Chandler Parsons,1.0,0.0,,regular,2017,30,rest,rest,SF,29.0,Memphis Grizzlies,36.0,8.0,19.2,387.0,691.1999999999999,12529.1
8198,2017-12-16,Utah Jazz,Rudy Gobert,sprained left knee (DTD),Rudy Gobert,1.0,0.0,,regular,2017,30,knee,knee,C,25.0,Utah Jazz,56.0,56.0,32.4,278.0,1814.3999999999999,7513.9000000000015
8199,2017-12-17,Philadelphia 76ers,Furkan Korkmaz,left foot injury (out indefinitely),Furkan Korkmaz,1.0,0.0,,regular,2017,29,foot,foot,SG,20.0,Philadelphia 76ers,14.0,0.0,5.7,0.0,79.8,0.0
8200,2017-12-17,Washington Wizards,Otto Porter Jr.,hip injury / bruised right thigh (DTD),Otto Porter,1.0,0.0,,regular,2017,30,quad,upper leg,SF,24.0,Washington Wizards,77.0,77.0,31.6,292.0,2433.2000000000003,7399.0
8201,2017-12-17,Golden State Warriors,Shaun Livingston,sore right knee (DTD),Shaun Livingston,1.0,0.0,,regular,2017,30,knee,knee,PG,32.0,Golden State Warriors,71.0,7.0,15.9,781.0,1128.9,16855.2
8202,2017-12-17,Sacramento Kings,De'Aaron Fox,bruised right quadriceps (DTD),De'Aaron Fox,1.0,0.0,,regular,2017,29,quad,upper leg,PG,20.0,Sacramento Kings,73.0,60.0,27.8,0.0,2029.4,0.0
8203,2017-12-17,Miami Heat,James Johnson,right ankle injury (DTD),James Johnson,1.0,0.0,,regular,2017,30,ankle,lower leg,PF,30.0,Miami Heat,73.0,41.0,26.6,493.0,1941.8000000000002,9509.900000000001
8204,2017-12-17,Philadelphia 76ers,Trevor Booker,sprained left ankle (DTD),Trevor Booker,1.0,0.0,,regular,2017,29,ankle,lower leg,PF,30.0,TOT,68.0,7.0,17.0,473.0,1156.0,9868.2
8205,2017-12-17,Philadelphia 76ers,Joel Embiid,back injury (DTD),Joel Embiid,1.0,0.0,,regular,2017,29,back,torso,C,23.0,Philadelphia 76ers,63.0,63.0,30.3,31.0,1908.9,787.4000000000001
8206,2017-12-18,Utah Jazz,Derrick Favors,concussion (DTD),Derrick Favors,1.0,0.0,,regular,2017,31,head,head,C,26.0,Utah Jazz,77.0,77.0,28.0,494.0,2156.0,12695.300000000001
8207,2017-12-18,Los Angeles Clippers,Louis Williams / Lou Williams,sprained left / right foot (DTD),Lou Williams,1.0,0.0,,regular,2017,29,foot,foot,SG,31.0,Los Angeles Clippers,79.0,19.0,32.8,834.0,2591.2,19722.7
8208,2017-12-18,Los Angeles Clippers,Wesley Johnson / Wes Johnson,sore left foot (DTD),Wesley Johnson,5.0,0.0,,regular,2017,29,foot,foot,SF,30.0,Los Angeles Clippers,74.0,40.0,20.1,506.0,1487.4,11540.5
8209,2017-12-18,Miami Heat,Goran Dragic,sore left elbow (DTD),Goran Dragic,3.0,0.0,,regular,2017,30,elbow,arm,PG,31.0,Miami Heat,75.0,75.0,31.7,677.0,2377.5,18560.8
8210,2017-12-18,Miami Heat,James Johnson,bursitis in right ankle (DTD),James Johnson,3.0,0.0,,regular,2017,30,ankle,lower leg,PF,30.0,Miami Heat,73.0,41.0,26.6,493.0,1941.8000000000002,9509.900000000001
8211,2017-12-19,Los Angeles Lakers,Brook Lopez,sprained right ankle (DTD),Brook Lopez,1.0,0.0,,regular,2017,29,ankle,lower leg,C,29.0,Los Angeles Lakers,74.0,72.0,23.4,575.0,1731.6,18612.3
8212,2017-12-20,Utah Jazz,Donovan Mitchell,bruised right big toe (DTD),Donovan Mitchell,2.0,0.0,,regular,2017,32,toe,foot,SG,21.0,Utah Jazz,79.0,71.0,33.4,0.0,2638.6,0.0
8213,2017-12-20,Houston Rockets,Clint Capela,bruised left heel (DTD),Clint Capela,2.0,0.0,,regular,2017,30,heel,foot,C,23.0,Houston Rockets,74.0,74.0,27.5,187.0,2035.0,3570.7
8214,2017-12-20,San Antonio Spurs,(William) Tony Parker,rest (DTD),Tony Parker,1.0,0.0,,regular,2017,32,rest,rest,PG,35.0,San Antonio Spurs,55.0,21.0,19.5,1364.0,1072.5,43897.2
8215,2017-12-21,Houston Rockets,Chris Paul,strained left adductor (DTD),Chris Paul,3.0,0.0,,regular,2017,31,hip,upper leg,PG,32.0,Houston Rockets,58.0,58.0,31.8,910.0,1844.4,32537.6
8216,2017-12-21,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1.0,0.0,,regular,2017,33,rest,rest,SG,40.0,San Antonio Spurs,65.0,0.0,20.0,1205.0,1300.0,31538.300000000003
8217,2017-12-21,San Antonio Spurs,Danny Green,tightness in left groin (DTD),Danny Green,1.0,0.0,,regular,2017,33,groin,upper leg,SG,30.0,San Antonio Spurs,70.0,60.0,25.6,565.0,1792.0,14166.2
8218,2017-12-21,Boston Celtics,Jaylen Brown,sore left Achilles (DTD),Jaylen Brown,1.0,0.0,,regular,2017,35,achilles,lower leg,SG,21.0,Boston Celtics,70.0,70.0,30.7,95.0,2149.0,1555.8000000000002
8219,2017-12-21,Cleveland Cavaliers,J.R. Smith,sore left knee (DTD),JR Smith,1.0,0.0,,regular,2017,33,knee,knee,SG,32.0,Cleveland Cavaliers,80.0,61.0,28.1,988.0,2248.0,26863.9
8220,2017-12-21,Portland Trailblazers,Damian Lillard,strained right hamstring (DTD),Damian Lillard,1.0,0.0,,regular,2017,32,hamstring,upper leg,PG,27.0,Portland Trailblazers,73.0,73.0,36.6,427.0,2671.8,15653.500000000004
8221,2017-12-21,Utah Jazz,Nate Wolters,sore lower back (DTD),Nate Wolters,1.0,0.0,,regular,2017,33,back,torso,PG,26.0,Utah Jazz,5.0,0.0,3.8,79.0,19.0,1558.6000000000001
8222,2017-12-22,Los Angeles Clippers,Milos Teodosic,rest (DTD),Milos Teodosic,1.0,0.0,,regular,2017,31,rest,rest,PG,30.0,Los Angeles Clippers,45.0,36.0,25.2,0.0,1134.0,0.0
8223,2017-12-22,Atlanta Hawks,Dennis Schroder,left ankle injury (DTD),Dennis Schroder,1.0,0.0,,regular,2017,32,ankle,lower leg,PG,24.0,Atlanta Hawks,67.0,67.0,31.0,319.0,2077.0,6970.0999999999985
8224,2017-12-22,Orlando Magic,Jonathan Isaac,sore right ankle (DTD),Jonathan Isaac,2.0,0.0,,regular,2017,33,ankle,lower leg,PF,20.0,Orlando Magic,27.0,10.0,19.9,0.0,537.3,0.0
8225,2017-12-23,Sacramento Kings,Vince Carter,rib injury (DTD),Vince Carter,1.0,0.0,,regular,2017,32,ribs,torso,SF,41.0,Sacramento Kings,58.0,5.0,17.7,1435.0,1026.6,46163.50000000001
8226,2017-12-23,San Antonio Spurs,Kawhi Leonard,right quadricep injury / rest (DTD),Kawhi Leonard,1.0,0.0,,regular,2017,34,rest,rest,SF,26.0,San Antonio Spurs,9.0,9.0,23.3,485.0,209.70000000000002,15065.000000000002
8227,2017-12-23,Orlando Magic,Nikola Vucevic,fractured left hand (out indefinitely),Nikola Vucevic,1.0,0.0,,regular,2017,34,hand,hand,C,27.0,Orlando Magic,57.0,57.0,29.5,400.0,1681.5,11908.2
8228,2017-12-23,Miami Heat,Dion Waiters,sprained left ankle (DTD),Dion Waiters,1.0,0.0,,regular,2017,33,ankle,lower leg,SG,26.0,Miami Heat,30.0,30.0,30.6,353.0,918.0,10065.6
8229,2017-12-24,Los Angeles Lakers,Lonzo Ball,sprained left shoulder (DTD),Lonzo Ball,1.0,0.0,,regular,2017,32,shoulder,torso,PG,20.0,Los Angeles Lakers,52.0,50.0,34.2,0.0,1778.4,0.0
8230,2017-12-26,Boston Celtics,Marcus Morris,left knee injury (DTD),Marcus Morris,1.0,0.0,,regular,2017,38,knee,knee,PF,28.0,Boston Celtics,54.0,21.0,26.8,420.0,1447.2,11063.1
8231,2017-12-26,Miami Heat,James Johnson,bursitis in right ankle (DTD),James Johnson,3.0,0.0,,regular,2017,34,ankle,lower leg,PF,30.0,Miami Heat,73.0,41.0,26.6,493.0,1941.8000000000002,9509.900000000001
8232,2017-12-27,Boston Celtics,Jaylen Brown,sore right knee (DTD),Jaylen Brown,1.0,0.0,,regular,2017,38,knee,knee,SG,21.0,Boston Celtics,70.0,70.0,30.7,95.0,2149.0,1555.8000000000002
8233,2017-12-27,Detroit Pistons,Reggie Jackson (b),sprained right ankle (out indefinitely),Reggie Jackson,1.0,0.0,,regular,2017,34,ankle,lower leg,PG,27.0,Detroit Pistons,45.0,45.0,26.7,437.0,1201.5,10940.9
8234,2017-12-27,Houston Rockets,Clint Capela,fractured right orbital bone (DTD),Clint Capela,1.0,0.0,,regular,2017,33,other,other,C,23.0,Houston Rockets,74.0,74.0,27.5,187.0,2035.0,3570.7
8235,2017-12-29,Washington Wizards,Mike Scott,placed on IL for personal reasons,Mike Scott,1.0,0.0,,regular,2017,36,personal reasons,healthy inactive,PF,29.0,Washington Wizards,76.0,1.0,18.5,313.0,1406.0,4818.799999999999
8236,2017-12-29,San Antonio Spurs,Rudy Gay,bursitis in right heel (DTD),Rudy Gay,1.0,0.0,,regular,2017,37,heel,foot,PF,31.0,San Antonio Spurs,57.0,6.0,21.6,760.0,1231.2,27103.399999999998
8237,2017-12-29,Houston Rockets,Nene / Nene Hilario / Maybyner Hilario,undisclosed (DTD),Nene Hilario,1.0,0.0,,regular,2017,34,other,other,C,35.0,Houston Rockets,52.0,4.0,14.6,944.0,759.1999999999999,25968.3
8238,2017-12-29,Oklahoma City Thunder,Paul George,sore left knee (DTD),Paul George,1.0,0.0,,regular,2017,36,knee,knee,SF,27.0,Oklahoma City Thunder,79.0,79.0,36.6,513.0,2891.4,17204.4
8239,2017-12-29,Memphis Grizzlies,Chandler Parsons,sore right knee (DTD),Chandler Parsons,1.0,0.0,,regular,2017,36,knee,knee,SF,29.0,Memphis Grizzlies,36.0,8.0,19.2,387.0,691.1999999999999,12529.1
8240,2017-12-29,Los Angeles Lakers,Tyler Ennis,flu (DTD),Tyler Ennis,1.0,0.0,,regular,2017,34,sick,sick,PG,23.0,Los Angeles Lakers,54.0,11.0,12.6,133.0,680.4,1669.9999999999995
8241,2017-12-29,Chicago Bulls,Kris Dunn,patellar tendinitis in left knee (DTD),Kris Dunn,1.0,0.0,,regular,2017,35,knee,knee,PG,23.0,Chicago Bulls,52.0,43.0,29.3,78.0,1523.6000000000001,1333.8000000000004
8242,2017-12-30,Philadelphia 76ers,Joel Embiid,back injury (DTD),Joel Embiid,1.0,0.0,,regular,2017,35,back,torso,C,23.0,Philadelphia 76ers,63.0,63.0,30.3,31.0,1908.9,787.4000000000001
8243,2017-12-30,Portland Trailblazers,Meyers Leonard,ankle injury (DTD),Meyers Leonard,1.0,0.0,,regular,2017,35,ankle,lower leg,C,25.0,Portland Trailblazers,33.0,2.0,7.7,311.0,254.1,5113.499999999999
8244,2017-12-30,Los Angeles Clippers,Austin Rivers,strained right Achilles tendon (DTD),Austin Rivers,1.0,0.0,,regular,2017,35,achilles,lower leg,SG,25.0,Los Angeles Clippers,61.0,59.0,33.7,370.0,2055.7000000000003,8328.500000000002
8245,2017-12-30,Denver Nuggets,Juancho Hernangomez / Juan Hernangomez,illness (DTD),Juan Hernangomez,1.0,0.0,,regular,2017,36,sick,sick,PF,22.0,Denver Nuggets,25.0,3.0,11.1,62.0,277.5,843.1999999999998
8246,2017-12-30,Denver Nuggets,Malik Beasley,elbow injury (DTD),Malik Beasley,1.0,0.0,,regular,2017,36,elbow,arm,SG,21.0,Denver Nuggets,62.0,0.0,9.4,22.0,582.8000000000001,165.0
8247,2017-12-30,Detroit Pistons,Stanley Johnson,strained right hip flexor (DTD),Stanley Johnson,1.0,0.0,,regular,2017,35,hip,upper leg,SF,21.0,Detroit Pistons,69.0,50.0,27.4,154.0,1890.6,3138.100000000001
8248,2018-01-01,Sacramento Kings,Frank Mason,bruised right heel (DTD),Frank Mason,1.0,0.0,,regular,2017,37,heel,foot,PG,23.0,Sacramento Kings,52.0,2.0,18.9,0.0,982.8,0.0
8249,2018-01-01,Houston Rockets,James Harden,strained left hamstring (DTD),James Harden,1.0,0.0,,regular,2017,36,hamstring,upper leg,SG,28.0,Houston Rockets,72.0,72.0,35.4,703.0,2548.7999999999997,23720.2
8250,2018-01-02,Los Angeles Clippers,Austin Rivers,sore right Achilles (DTD),Austin Rivers,1.0,0.0,,regular,2017,36,achilles,lower leg,SG,25.0,Los Angeles Clippers,61.0,59.0,33.7,370.0,2055.7000000000003,8328.500000000002
